"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.name","Input.include","Input.url","Input.brand_identity","Input.source","Input.cb_id","Input.cb_desc","Input.logo_file","Input.logo_url","Answer.boring","Answer.charming","Answer.cheerful","Answer.confident","Answer.contemporary","Answer.cool","Answer.corporate","Answer.daring","Answer.depressing","Answer.down-to-earth","Answer.exciting","Answer.familiar_with","Answer.family-oriented","Answer.favorability_rating","Answer.feminine","Answer.friendly","Answer.glamorous","Answer.good looking","Answer.hard working","Answer.honest","Answer.imaginative","Answer.independent","Answer.intelligent","Answer.leader","Answer.logo_consist","Answer.masculine","Answer.old fashioned","Answer.original","Answer.outdoorsy","Answer.purch_lik","Answer.purchased","Answer.real","Answer.reliable","Answer.rugged","Answer.secure","Answer.sentimental","Answer.sincere","Answer.small-town","Answer.smooth","Answer.spirited","Answer.successful","Answer.technical","Answer.tough","Answer.trendy","Answer.unique","Answer.up-to-date","Answer.upper class","Answer.western","Answer.wholesome","Answer.young","Approve","Reject"
"3VDI8GSXAG022QIIFG6C6Q141CIG8E","395K4VYE02V186ITZXV32V7H11P56Z","Evaluate how well words describe brands ($0.3 per 2-3 min)","We will give you a company information, and you will evaluate how well certain words describe the brand.","branding, marketing, survey","$0.30","Sat Apr 15 13:20:40 PDT 2017","20","BatchId:2767581;OriginalHitTemplateId:920937305;","1200","172800","Sat Apr 22 13:20:40 PDT 2017","","","31N2WW6R9TYDADEBIHAZL8O1KTU3FO","A1M0JDU08KRH7X","Approved","Sat Apr 15 13:24:56 PDT 2017","Sat Apr 15 13:30:43 PDT 2017","Mon Apr 17 13:30:43 PDT 2017","Sat Apr 15 20:42:33 PDT 2017","","","347","100% (1/1)","100% (1/1)","100% (1/1)","adobe","2","http://www.adobe.com","Only Adobe gives everyone -- from emerging artists to global brands -- everything they need to design and deliver exceptional digital experiences. We love to explore, tinker, and mix things up to make things work better. You can see the results everywhere -- in our award-winning research and hundreds of patents; our  _innovation-in-a-box  program that's spawned new product offerings; and the employee check-ins that have inspired our people to do their best work.","BD","adobe-systems","Adobe is a software company that provides its users with digital marketing and media solutions. Its tools and services allow its customers to create ground-breaking digital content, deploy it across media and devices, measure and optimize it over time, and achieve greater business success.  The company helps its customers make, manage, measure, and monetize their content across every channel and screen. Its main products include Illustrator, Photoshop, Flash, Freehand, InDesign, Acrobat, Dreamweaver, and many others.  Adobe is the global leader in digital marketing and digital media solutions. Their tools and services allow their customers to create groundbreaking digital content, deploy it across media and devices, measure and optimize it over time, and achieve greater business success. Adobe helps their customers make, manage, measure, and monetize their content across every channel and screen.  Adobe was founded on January 1, 1982 in California, United States.","adobe.png","http://www.columbia.edu/~rtd2118/logos/adobe.png","-2","1","1","1","1","1","1","1","-2","1","1","2","1","3","1","1","1","1","1","1","1","1","1","1","3","1","1","1","-1","2","1","1","1","1","0","1","1","-2","1","1","1","1","1","0","1","1","1","1","1","-1"
"3VDI8GSXAG022QIIFG6C6Q141CIG8E","395K4VYE02V186ITZXV32V7H11P56Z","Evaluate how well words describe brands ($0.3 per 2-3 min)","We will give you a company information, and you will evaluate how well certain words describe the brand.","branding, marketing, survey","$0.30","Sat Apr 15 13:20:40 PDT 2017","20","BatchId:2767581;OriginalHitTemplateId:920937305;","1200","172800","Sat Apr 22 13:20:40 PDT 2017","","","336YQZE83XMMU2TWIN25VV6UVQY5MO","A212LZYYBMG13U","Approved","Sat Apr 15 13:51:23 PDT 2017","Sat Apr 15 14:05:26 PDT 2017","Mon Apr 17 14:05:26 PDT 2017","Sat Apr 15 20:42:33 PDT 2017","","","843","100% (4/4)","100% (4/4)","100% (4/4)","adobe","2","http://www.adobe.com","Only Adobe gives everyone -- from emerging artists to global brands -- everything they need to design and deliver exceptional digital experiences. We love to explore, tinker, and mix things up to make things work better. You can see the results everywhere -- in our award-winning research and hundreds of patents; our  _innovation-in-a-box  program that's spawned new product offerings; and the employee check-ins that have inspired our people to do their best work.","BD","adobe-systems","Adobe is a software company that provides its users with digital marketing and media solutions. Its tools and services allow its customers to create ground-breaking digital content, deploy it across media and devices, measure and optimize it over time, and achieve greater business success.  The company helps its customers make, manage, measure, and monetize their content across every channel and screen. Its main products include Illustrator, Photoshop, Flash, Freehand, InDesign, Acrobat, Dreamweaver, and many others.  Adobe is the global leader in digital marketing and digital media solutions. Their tools and services allow their customers to create groundbreaking digital content, deploy it across media and devices, measure and optimize it over time, and achieve greater business success. Adobe helps their customers make, manage, measure, and monetize their content across every channel and screen.  Adobe was founded on January 1, 1982 in California, United States.","adobe.png","http://www.columbia.edu/~rtd2118/logos/adobe.png","-2","-1","-2","1","1","0","-1","-1","-2","-1","0","2","-2","4","-2","-1","-1","1","0","1","2","0","1","-1","2","-2","-2","0","-2","4","1","0","2","-2","1","-2","-1","-2","-2","0","0","1","-2","2","0","1","-1","-1","-2","0"
"3VDI8GSXAG022QIIFG6C6Q141CIG8E","395K4VYE02V186ITZXV32V7H11P56Z","Evaluate how well words describe brands ($0.3 per 2-3 min)","We will give you a company information, and you will evaluate how well certain words describe the brand.","branding, marketing, survey","$0.30","Sat Apr 15 13:20:40 PDT 2017","20","BatchId:2767581;OriginalHitTemplateId:920937305;","1200","172800","Sat Apr 22 13:20:40 PDT 2017","","","34T446B1C2MAQ9V48S2FB45RK4IC0R","A6ZAKE3FP8YKY","Approved","Sat Apr 15 13:28:50 PDT 2017","Sat Apr 15 13:32:07 PDT 2017","Mon Apr 17 13:32:07 PDT 2017","Sat Apr 15 20:42:33 PDT 2017","","","197","100% (1/1)","100% (1/1)","100% (1/1)","adobe","2","http://www.adobe.com","Only Adobe gives everyone -- from emerging artists to global brands -- everything they need to design and deliver exceptional digital experiences. We love to explore, tinker, and mix things up to make things work better. You can see the results everywhere -- in our award-winning research and hundreds of patents; our  _innovation-in-a-box  program that's spawned new product offerings; and the employee check-ins that have inspired our people to do their best work.","BD","adobe-systems","Adobe is a software company that provides its users with digital marketing and media solutions. Its tools and services allow its customers to create ground-breaking digital content, deploy it across media and devices, measure and optimize it over time, and achieve greater business success.  The company helps its customers make, manage, measure, and monetize their content across every channel and screen. Its main products include Illustrator, Photoshop, Flash, Freehand, InDesign, Acrobat, Dreamweaver, and many others.  Adobe is the global leader in digital marketing and digital media solutions. Their tools and services allow their customers to create groundbreaking digital content, deploy it across media and devices, measure and optimize it over time, and achieve greater business success. Adobe helps their customers make, manage, measure, and monetize their content across every channel and screen.  Adobe was founded on January 1, 1982 in California, United States.","adobe.png","http://www.columbia.edu/~rtd2118/logos/adobe.png","1","0","-2","2","1","2","2","1","-2","1","-2","1","-1","3","-2","0","-2","2","1","0","1","1","2","1","3","2","-2","1","-2","3","0","1","2","-2","0","0","1","-2","1","0","2","2","0","1","1","1","1","-2","0","-2"
"3VDI8GSXAG022QIIFG6C6Q141CIG8E","395K4VYE02V186ITZXV32V7H11P56Z","Evaluate how well words describe brands ($0.3 per 2-3 min)","We will give you a company information, and you will evaluate how well certain words describe the brand.","branding, marketing, survey","$0.30","Sat Apr 15 13:20:40 PDT 2017","20","BatchId:2767581;OriginalHitTemplateId:920937305;","1200","172800","Sat Apr 22 13:20:40 PDT 2017","","","3BQU611VFRSQO5CEW4BH2P5CHN999J","A1WPXQWFALCA65","Approved","Sat Apr 15 13:26:59 PDT 2017","Sat Apr 15 13:30:34 PDT 2017","Mon Apr 17 13:30:34 PDT 2017","Sat Apr 15 20:42:33 PDT 2017","","","215","100% (1/1)","100% (1/1)","100% (1/1)","adobe","2","http://www.adobe.com","Only Adobe gives everyone -- from emerging artists to global brands -- everything they need to design and deliver exceptional digital experiences. We love to explore, tinker, and mix things up to make things work better. You can see the results everywhere -- in our award-winning research and hundreds of patents; our  _innovation-in-a-box  program that's spawned new product offerings; and the employee check-ins that have inspired our people to do their best work.","BD","adobe-systems","Adobe is a software company that provides its users with digital marketing and media solutions. Its tools and services allow its customers to create ground-breaking digital content, deploy it across media and devices, measure and optimize it over time, and achieve greater business success.  The company helps its customers make, manage, measure, and monetize their content across every channel and screen. Its main products include Illustrator, Photoshop, Flash, Freehand, InDesign, Acrobat, Dreamweaver, and many others.  Adobe is the global leader in digital marketing and digital media solutions. Their tools and services allow their customers to create groundbreaking digital content, deploy it across media and devices, measure and optimize it over time, and achieve greater business success. Adobe helps their customers make, manage, measure, and monetize their content across every channel and screen.  Adobe was founded on January 1, 1982 in California, United States.","adobe.png","http://www.columbia.edu/~rtd2118/logos/adobe.png","-2","0","-2","2","2","0","2","2","-2","2","1","2","0","3","0","1","-2","0","2","1","2","2","2","2","3","0","-2","2","-2","3","1","2","2","-2","2","-2","2","-2","2","1","2","2","2","2","0","2","0","2","0","1"
"3VDI8GSXAG022QIIFG6C6Q141CIG8E","395K4VYE02V186ITZXV32V7H11P56Z","Evaluate how well words describe brands ($0.3 per 2-3 min)","We will give you a company information, and you will evaluate how well certain words describe the brand.","branding, marketing, survey","$0.30","Sat Apr 15 13:20:40 PDT 2017","20","BatchId:2767581;OriginalHitTemplateId:920937305;","1200","172800","Sat Apr 22 13:20:40 PDT 2017","","","3C6FJU71TS139Y8P2RYOX2LH3H5YUP","A226EHLT7IIULM","Approved","Sat Apr 15 14:04:14 PDT 2017","Sat Apr 15 14:06:04 PDT 2017","Mon Apr 17 14:06:04 PDT 2017","Sat Apr 15 20:42:33 PDT 2017","","","110","100% (2/2)","100% (2/2)","100% (2/2)","adobe","2","http://www.adobe.com","Only Adobe gives everyone -- from emerging artists to global brands -- everything they need to design and deliver exceptional digital experiences. We love to explore, tinker, and mix things up to make things work better. You can see the results everywhere -- in our award-winning research and hundreds of patents; our  _innovation-in-a-box  program that's spawned new product offerings; and the employee check-ins that have inspired our people to do their best work.","BD","adobe-systems","Adobe is a software company that provides its users with digital marketing and media solutions. Its tools and services allow its customers to create ground-breaking digital content, deploy it across media and devices, measure and optimize it over time, and achieve greater business success.  The company helps its customers make, manage, measure, and monetize their content across every channel and screen. Its main products include Illustrator, Photoshop, Flash, Freehand, InDesign, Acrobat, Dreamweaver, and many others.  Adobe is the global leader in digital marketing and digital media solutions. Their tools and services allow their customers to create groundbreaking digital content, deploy it across media and devices, measure and optimize it over time, and achieve greater business success. Adobe helps their customers make, manage, measure, and monetize their content across every channel and screen.  Adobe was founded on January 1, 1982 in California, United States.","adobe.png","http://www.columbia.edu/~rtd2118/logos/adobe.png","0","-2","-2","-2","-2","-2","0","-2","-2","-2","1","1","-2","2","-2","-2","-2","-2","0","1","1","-2","-2","0","3","-2","-2","-2","-2","3","0","0","1","-2","0","-2","-2","-2","-2","-2","1","0","-2","-2","-2","0","0","-2","-2","-2"
"3VDI8GSXAG022QIIFG6C6Q141CIG8E","395K4VYE02V186ITZXV32V7H11P56Z","Evaluate how well words describe brands ($0.3 per 2-3 min)","We will give you a company information, and you will evaluate how well certain words describe the brand.","branding, marketing, survey","$0.30","Sat Apr 15 13:20:40 PDT 2017","20","BatchId:2767581;OriginalHitTemplateId:920937305;","1200","172800","Sat Apr 22 13:20:40 PDT 2017","","","3EJJQNKU9TDP7BQJOXZV6R3U6MNRHE","A2M3LVBUZLN8MO","Approved","Sat Apr 15 13:40:21 PDT 2017","Sat Apr 15 13:41:59 PDT 2017","Mon Apr 17 13:41:59 PDT 2017","Sat Apr 15 20:42:33 PDT 2017","","","98","100% (4/4)","100% (4/4)","100% (4/4)","adobe","2","http://www.adobe.com","Only Adobe gives everyone -- from emerging artists to global brands -- everything they need to design and deliver exceptional digital experiences. We love to explore, tinker, and mix things up to make things work better. You can see the results everywhere -- in our award-winning research and hundreds of patents; our  _innovation-in-a-box  program that's spawned new product offerings; and the employee check-ins that have inspired our people to do their best work.","BD","adobe-systems","Adobe is a software company that provides its users with digital marketing and media solutions. Its tools and services allow its customers to create ground-breaking digital content, deploy it across media and devices, measure and optimize it over time, and achieve greater business success.  The company helps its customers make, manage, measure, and monetize their content across every channel and screen. Its main products include Illustrator, Photoshop, Flash, Freehand, InDesign, Acrobat, Dreamweaver, and many others.  Adobe is the global leader in digital marketing and digital media solutions. Their tools and services allow their customers to create groundbreaking digital content, deploy it across media and devices, measure and optimize it over time, and achieve greater business success. Adobe helps their customers make, manage, measure, and monetize their content across every channel and screen.  Adobe was founded on January 1, 1982 in California, United States.","adobe.png","http://www.columbia.edu/~rtd2118/logos/adobe.png","-1","0","1","0","1","1","1","1","1","1","1","1","1","2","-1","1","1","1","1","0","0","0","1","1","2","-1","0","1","0","2","1","0","1","1","1","0","1","0","1","0","0","0","1","0","1","1","0","0","0","0"
"3VDI8GSXAG022QIIFG6C6Q141CIG8E","395K4VYE02V186ITZXV32V7H11P56Z","Evaluate how well words describe brands ($0.3 per 2-3 min)","We will give you a company information, and you will evaluate how well certain words describe the brand.","branding, marketing, survey","$0.30","Sat Apr 15 13:20:40 PDT 2017","20","BatchId:2767581;OriginalHitTemplateId:920937305;","1200","172800","Sat Apr 22 13:20:40 PDT 2017","","","3EJJQNKU9TDP7BQJOXZV6R3U6MOHR5","A1E7VW6RVA33LC","Approved","Sat Apr 15 14:13:47 PDT 2017","Sat Apr 15 14:18:34 PDT 2017","Mon Apr 17 14:18:34 PDT 2017","Sat Apr 15 20:42:34 PDT 2017","","","287","100% (2/2)","100% (2/2)","100% (2/2)","adobe","2","http://www.adobe.com","Only Adobe gives everyone -- from emerging artists to global brands -- everything they need to design and deliver exceptional digital experiences. We love to explore, tinker, and mix things up to make things work better. You can see the results everywhere -- in our award-winning research and hundreds of patents; our  _innovation-in-a-box  program that's spawned new product offerings; and the employee check-ins that have inspired our people to do their best work.","BD","adobe-systems","Adobe is a software company that provides its users with digital marketing and media solutions. Its tools and services allow its customers to create ground-breaking digital content, deploy it across media and devices, measure and optimize it over time, and achieve greater business success.  The company helps its customers make, manage, measure, and monetize their content across every channel and screen. Its main products include Illustrator, Photoshop, Flash, Freehand, InDesign, Acrobat, Dreamweaver, and many others.  Adobe is the global leader in digital marketing and digital media solutions. Their tools and services allow their customers to create groundbreaking digital content, deploy it across media and devices, measure and optimize it over time, and achieve greater business success. Adobe helps their customers make, manage, measure, and monetize their content across every channel and screen.  Adobe was founded on January 1, 1982 in California, United States.","adobe.png","http://www.columbia.edu/~rtd2118/logos/adobe.png","-2","-1","-1","-1","-1","0","0","-1","-2","-1","1","2","-2","1","-2","-1","0","0","-1","0","2","-1","0","0","2","-2","-2","0","-2","3","1","0","1","-2","0","-2","0","-2","-1","-1","0","0","-2","0","1","1","1","-2","0","-2"
"3VDI8GSXAG022QIIFG6C6Q141CIG8E","395K4VYE02V186ITZXV32V7H11P56Z","Evaluate how well words describe brands ($0.3 per 2-3 min)","We will give you a company information, and you will evaluate how well certain words describe the brand.","branding, marketing, survey","$0.30","Sat Apr 15 13:20:40 PDT 2017","20","BatchId:2767581;OriginalHitTemplateId:920937305;","1200","172800","Sat Apr 22 13:20:40 PDT 2017","","","3F1567XTNYDWG4T0D6M3OKV1RNDQ9M","A20MYUKGSXUKM7","Approved","Sat Apr 15 13:51:44 PDT 2017","Sat Apr 15 13:54:01 PDT 2017","Mon Apr 17 13:54:01 PDT 2017","Sat Apr 15 20:42:34 PDT 2017","","","137","100% (5/5)","100% (5/5)","100% (5/5)","adobe","2","http://www.adobe.com","Only Adobe gives everyone -- from emerging artists to global brands -- everything they need to design and deliver exceptional digital experiences. We love to explore, tinker, and mix things up to make things work better. You can see the results everywhere -- in our award-winning research and hundreds of patents; our  _innovation-in-a-box  program that's spawned new product offerings; and the employee check-ins that have inspired our people to do their best work.","BD","adobe-systems","Adobe is a software company that provides its users with digital marketing and media solutions. Its tools and services allow its customers to create ground-breaking digital content, deploy it across media and devices, measure and optimize it over time, and achieve greater business success.  The company helps its customers make, manage, measure, and monetize their content across every channel and screen. Its main products include Illustrator, Photoshop, Flash, Freehand, InDesign, Acrobat, Dreamweaver, and many others.  Adobe is the global leader in digital marketing and digital media solutions. Their tools and services allow their customers to create groundbreaking digital content, deploy it across media and devices, measure and optimize it over time, and achieve greater business success. Adobe helps their customers make, manage, measure, and monetize their content across every channel and screen.  Adobe was founded on January 1, 1982 in California, United States.","adobe.png","http://www.columbia.edu/~rtd2118/logos/adobe.png","-1","-2","-2","1","-1","-2","1","-2","-2","-2","-2","1","-2","0","-2","-2","-2","-2","-2","-2","-2","-2","-1","-2","2","-2","-2","-1","-2","2","1","-2","-1","-2","0","-2","","-2","-1","-2","1","1","-2","-2","0","-1","-2","-2","-2","-2"
"3VDI8GSXAG022QIIFG6C6Q141CIG8E","395K4VYE02V186ITZXV32V7H11P56Z","Evaluate how well words describe brands ($0.3 per 2-3 min)","We will give you a company information, and you will evaluate how well certain words describe the brand.","branding, marketing, survey","$0.30","Sat Apr 15 13:20:40 PDT 2017","20","BatchId:2767581;OriginalHitTemplateId:920937305;","1200","172800","Sat Apr 22 13:20:40 PDT 2017","","","3GDTJDAPVWJ5HKCYGL987FGLXGYM86","A1UE6ET9FZ82BU","Approved","Sat Apr 15 13:27:43 PDT 2017","Sat Apr 15 13:35:28 PDT 2017","Mon Apr 17 13:35:28 PDT 2017","Sat Apr 15 20:42:34 PDT 2017","","","465","100% (1/1)","100% (1/1)","100% (1/1)","adobe","2","http://www.adobe.com","Only Adobe gives everyone -- from emerging artists to global brands -- everything they need to design and deliver exceptional digital experiences. We love to explore, tinker, and mix things up to make things work better. You can see the results everywhere -- in our award-winning research and hundreds of patents; our  _innovation-in-a-box  program that's spawned new product offerings; and the employee check-ins that have inspired our people to do their best work.","BD","adobe-systems","Adobe is a software company that provides its users with digital marketing and media solutions. Its tools and services allow its customers to create ground-breaking digital content, deploy it across media and devices, measure and optimize it over time, and achieve greater business success.  The company helps its customers make, manage, measure, and monetize their content across every channel and screen. Its main products include Illustrator, Photoshop, Flash, Freehand, InDesign, Acrobat, Dreamweaver, and many others.  Adobe is the global leader in digital marketing and digital media solutions. Their tools and services allow their customers to create groundbreaking digital content, deploy it across media and devices, measure and optimize it over time, and achieve greater business success. Adobe helps their customers make, manage, measure, and monetize their content across every channel and screen.  Adobe was founded on January 1, 1982 in California, United States.","adobe.png","http://www.columbia.edu/~rtd2118/logos/adobe.png","-2","-1","-1","1","2","1","2","-1","-2","0","0","2","0","3","-1","1","0","-1","1","1","-1","1","1","2","3","0","-2","1","-2","3","1","0","2","-1","1","-1","2","-2","2","-1","1","1","-1","-1","0","2","0","-2","-1","-2"
"3VDI8GSXAG022QIIFG6C6Q141CIG8E","395K4VYE02V186ITZXV32V7H11P56Z","Evaluate how well words describe brands ($0.3 per 2-3 min)","We will give you a company information, and you will evaluate how well certain words describe the brand.","branding, marketing, survey","$0.30","Sat Apr 15 13:20:40 PDT 2017","20","BatchId:2767581;OriginalHitTemplateId:920937305;","1200","172800","Sat Apr 22 13:20:40 PDT 2017","","","3GU1KF0O4K9U4L7IBDLAFL0HARUBPQ","A2AAG78CGKX2U5","Approved","Sat Apr 15 13:24:52 PDT 2017","Sat Apr 15 13:26:26 PDT 2017","Mon Apr 17 13:26:26 PDT 2017","Sat Apr 15 20:42:34 PDT 2017","","","94","100% (3/3)","100% (3/3)","100% (3/3)","adobe","2","http://www.adobe.com","Only Adobe gives everyone -- from emerging artists to global brands -- everything they need to design and deliver exceptional digital experiences. We love to explore, tinker, and mix things up to make things work better. You can see the results everywhere -- in our award-winning research and hundreds of patents; our  _innovation-in-a-box  program that's spawned new product offerings; and the employee check-ins that have inspired our people to do their best work.","BD","adobe-systems","Adobe is a software company that provides its users with digital marketing and media solutions. Its tools and services allow its customers to create ground-breaking digital content, deploy it across media and devices, measure and optimize it over time, and achieve greater business success.  The company helps its customers make, manage, measure, and monetize their content across every channel and screen. Its main products include Illustrator, Photoshop, Flash, Freehand, InDesign, Acrobat, Dreamweaver, and many others.  Adobe is the global leader in digital marketing and digital media solutions. Their tools and services allow their customers to create groundbreaking digital content, deploy it across media and devices, measure and optimize it over time, and achieve greater business success. Adobe helps their customers make, manage, measure, and monetize their content across every channel and screen.  Adobe was founded on January 1, 1982 in California, United States.","adobe.png","http://www.columbia.edu/~rtd2118/logos/adobe.png","0","1","-1","-1","-1","-1","-1","-1","-1","1","-1","1","0","2","","1","-1","0","0","0","-1","0","0","0","2","-1","-1","-1","-2","2","1","0","-1","0","","-1","-1","-1","0","-1","0","0","-1","1","-1","","-1","-1","0","-1"
