"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.name","Input.desc","Input.web_url","Answer.desc","Approve","Reject"
"3VGZ74AYTHN4ET8VWSMH8CXNRYZCG2","3S76BV53LKRKC6WYI70V897DWC875Z","Copy/paste additional brand descriptions ($0.40 for ~3 min)","We will give you a company's name, website URL, and a short description of the company; you will navigate to the company's website, and copy and paste additional text describing the firm's brand identity.","data collection, branding, marketing","$0.40","Wed Apr 05 15:06:22 PDT 2017","1","BatchId:2754327;OriginalHitTemplateId:920937305;","1800","86400","Wed Apr 12 15:06:22 PDT 2017","","","336KAV9KYS0UPMZNJ7OIRJQPK812YQ","A273DS7TQWR9M1","Approved","Wed Apr 05 15:06:57 PDT 2017","Wed Apr 05 15:19:57 PDT 2017","Thu Apr 06 15:19:57 PDT 2017","Thu Apr 06 08:20:42 PDT 2017","","","780","100% (14/14)","100% (14/14)","100% (14/14)","3m","Our beginnings were humble rocks, but after more than 100 years, we know how to rock science. Every day at 3M, we explore, we connect and we invent. And we’ve opened the door to show the world the unique, multi-dimensional ways 3M science can touch your life.","http://www.3m.com/","Each day, we’re building, growing and working together to push the boundaries of innovation again and again. For you. And for those most important to you.

3M health care products are making a real impact on the lives of patients and medical professionals and improving overall health."
"3EHVO81VN6SYRMT801FFCGQX21LH1G","3S76BV53LKRKC6WYI70V897DWC875Z","Copy/paste additional brand descriptions ($0.40 for ~3 min)","We will give you a company's name, website URL, and a short description of the company; you will navigate to the company's website, and copy and paste additional text describing the firm's brand identity.","data collection, branding, marketing","$0.40","Wed Apr 05 15:06:22 PDT 2017","1","BatchId:2754327;OriginalHitTemplateId:920937305;","1800","86400","Wed Apr 12 15:06:22 PDT 2017","","","3X4MXAO0BIW741L8JWLV7UDHLSGRWU","A2YSSM96QE9A4T","Approved","Wed Apr 05 15:06:53 PDT 2017","Wed Apr 05 15:17:27 PDT 2017","Thu Apr 06 15:17:27 PDT 2017","Thu Apr 06 08:20:39 PDT 2017","","","634","100% (101/101)","100% (101/101)","100% (101/101)","alcoa","Since the dawn of the aluminum industry, the name Alcoa has been synonymous with operational excellence and leadership in the production of Bauxite, Alumina and Aluminum products. We invented the aluminum industry in 1888 and we continue to innovate with new technologies and processes.","https://www.alcoa.com","Us: Best in our industry at operating, executing and innovating. You: seeking an opportunity to achieve, a home for your career, and a work environment that values creativity, diversity, and initiative. If this sounds like a fit, consider applying with us.

Alcoa thrives by developing best practices that improve our business of mining, refining, smelting, casting and rolling aluminum. But that’s not all. Just as important, we develop best practices for meeting environmental goals and supporting our communities, and we implement all of these ideas with consistency and precision across a global, multicultural organization.

This kind of operating excellence takes a special kind of team, made up of special people. One of them could be you."
"3I4E7AFQ2L6VRC07QK2AUZP77CGJTW","3S76BV53LKRKC6WYI70V897DWC875Z","Copy/paste additional brand descriptions ($0.40 for ~3 min)","We will give you a company's name, website URL, and a short description of the company; you will navigate to the company's website, and copy and paste additional text describing the firm's brand identity.","data collection, branding, marketing","$0.40","Wed Apr 05 15:06:22 PDT 2017","1","BatchId:2754327;OriginalHitTemplateId:920937305;","1800","86400","Wed Apr 12 15:06:22 PDT 2017","","","39N5ACM9HGVBGSSLDT7EOF5RM989PV","A2F9V69F6TZIAB","Approved","Wed Apr 05 15:06:41 PDT 2017","Wed Apr 05 15:10:03 PDT 2017","Thu Apr 06 15:10:03 PDT 2017","Thu Apr 06 08:20:40 PDT 2017","","","202","96% (107/112)","96% (107/112)","96% (107/112)","alliance-data-systems-corp","You might not know our name, but you’ve seen what we do. Alliance Data is the engine behind loyalty and marketing campaigns for more than 1,000 consumer-facing companies worldwide across all industries: retail, travel, pharmaceutical, financial services, auto, and more.","https://www.alliancedata.com/","In its own unique way, each of our three businesses better connects consumers with the brands they already love. And, we don’t do it through guesswork. We truly understand millions of individual consumers and their habits through our data analysis expertise. We understand where people like to shop, what device they like to use, the time of day they prefer to shop, what they’re shopping for, and the specific message that will interest them in a purchase.

That data-driven insight enables us to build dynamic and creative loyalty marketing programs and strengthen and deepen relationships between our clients and their customers. In today’s changing-by-the-minute digital landscape, that’s more crucial than ever."
"301KG0KX9DS5G7B4J5FTHZ02U7ZH2X","3S76BV53LKRKC6WYI70V897DWC875Z","Copy/paste additional brand descriptions ($0.40 for ~3 min)","We will give you a company's name, website URL, and a short description of the company; you will navigate to the company's website, and copy and paste additional text describing the firm's brand identity.","data collection, branding, marketing","$0.40","Wed Apr 05 15:06:22 PDT 2017","1","BatchId:2754327;OriginalHitTemplateId:920937305;","1800","86400","Wed Apr 12 15:06:22 PDT 2017","","","3A7Y0R2P2QW5VD7LLW887M5XKDSXJ1","A17AH7B74XRKX1","Approved","Wed Apr 05 15:06:43 PDT 2017","Wed Apr 05 15:32:47 PDT 2017","Thu Apr 06 15:32:47 PDT 2017","Thu Apr 06 08:20:36 PDT 2017","","","1564","100% (7/7)","100% (7/7)","100% (7/7)","altria-group","Our Mission is to own and develop financially disciplined businesses that are leaders in responsibly providing adult tobacco and wine consumers with superior branded products. In pursuing our Mission, we have established the following goals for Altria Group and its companies:","http://www.altria.com/Pages/default.aspx","​We will invest in excellent people, leading brands and external stakeholders important to our businesses' success. ​We will actively participate in resolving societal concerns that are relevant to our businesses. ​We will convert our deep understanding of adult tobacco and wine consumers into better and more creative products that satisfy their preferences. ​We will execute our business plans to create sustainable growth and generate substantial returns for shareholders."
"3G57RS03HICT0ER9I3EKS2XCPY8251","3S76BV53LKRKC6WYI70V897DWC875Z","Copy/paste additional brand descriptions ($0.40 for ~3 min)","We will give you a company's name, website URL, and a short description of the company; you will navigate to the company's website, and copy and paste additional text describing the firm's brand identity.","data collection, branding, marketing","$0.40","Wed Apr 05 15:06:22 PDT 2017","1","BatchId:2754327;OriginalHitTemplateId:920937305;","1800","86400","Wed Apr 12 15:06:22 PDT 2017","","","3HYA4D452TROPVISEHWU2YJ9EXBF26","A2QVMCGDLTWV9","Approved","Wed Apr 05 15:06:56 PDT 2017","Wed Apr 05 15:25:28 PDT 2017","Thu Apr 06 15:25:28 PDT 2017","Thu Apr 06 08:20:39 PDT 2017","","","1112","100% (12/12)","100% (12/12)","100% (12/12)","american-family-insurance-group","Our Mission
To inspire, protect and restore your dreams. Because we believe a dream is the most valuable thing you'll ever own.

Our Values
Employee-focused, customer-driven. Our commitment to you is to be innovative, caring, agile, trustworthy, transparent, and above all else, passionate.","https://www.amfam.com/","No matter how life changes, your American Family agent will be there, providing the caring support and dependable service you deserve.

Because we believe there’s more to insurance than just a policy. To us, it’s about protecting the people and things that matter most to you"
"31D0ZWOD0B6JAA0CYC1NHPKJKEPA0V","3S76BV53LKRKC6WYI70V897DWC875Z","Copy/paste additional brand descriptions ($0.40 for ~3 min)","We will give you a company's name, website URL, and a short description of the company; you will navigate to the company's website, and copy and paste additional text describing the firm's brand identity.","data collection, branding, marketing","$0.40","Wed Apr 05 15:06:22 PDT 2017","1","BatchId:2754327;OriginalHitTemplateId:920937305;","1800","86400","Wed Apr 12 15:06:22 PDT 2017","","","3OVR4I9USRRVJYNOWBQC7CKL5DG4QL","A2F9V69F6TZIAB","Approved","Wed Apr 05 15:15:49 PDT 2017","Wed Apr 05 15:33:00 PDT 2017","Thu Apr 06 15:33:00 PDT 2017","Thu Apr 06 08:20:37 PDT 2017","","","1031","96% (107/112)","96% (107/112)","96% (107/112)","amgen","Amgen is one of the world’s leading biotechnology companies. Amgen is a values-based company, deeply rooted in science and innovation to transform new ideas and discoveries into medicines for patients with serious illnesses.","http://www.amgen.com/","At Amgen, our mission is to serve patients. We dedicate our days to turning the tide on serious, life-interrupting illnesses—pushing the boundaries of science to transform medicine."
"3H781YYV6UPNGWEFCJRJXJCF24KET6","3S76BV53LKRKC6WYI70V897DWC875Z","Copy/paste additional brand descriptions ($0.40 for ~3 min)","We will give you a company's name, website URL, and a short description of the company; you will navigate to the company's website, and copy and paste additional text describing the firm's brand identity.","data collection, branding, marketing","$0.40","Wed Apr 05 15:06:22 PDT 2017","1","BatchId:2754327;OriginalHitTemplateId:920937305;","1800","86400","Wed Apr 12 15:06:22 PDT 2017","","","30X31N5D65YMY3IIXGP8FFLMFBWSA8","A2F9V69F6TZIAB","Approved","Wed Apr 05 15:09:31 PDT 2017","Wed Apr 05 15:19:47 PDT 2017","Thu Apr 06 15:19:47 PDT 2017","Thu Apr 06 08:20:40 PDT 2017","","","616","96% (107/112)","96% (107/112)","96% (107/112)","autozone","AutoZone is the leading retailer and a leading distributor of automotive replacement parts and accessories in the U.S.AutoZone is built on a culture of philanthropy which does all they can to meet the needs of the present while protecting our future.","http://www.autozone.com/","For more than 30 years, AutoZone has been committed to providing the best parts, prices and customer service in the automotive aftermarket industry. We have a rich culture and history of going the Extra Mile for our customers and our community."
"3EKZL9T8Y9TIEP36GY4ZTC9O6YCCH1","3S76BV53LKRKC6WYI70V897DWC875Z","Copy/paste additional brand descriptions ($0.40 for ~3 min)","We will give you a company's name, website URL, and a short description of the company; you will navigate to the company's website, and copy and paste additional text describing the firm's brand identity.","data collection, branding, marketing","$0.40","Wed Apr 05 15:06:22 PDT 2017","1","BatchId:2754327;OriginalHitTemplateId:920937305;","1800","86400","Wed Apr 12 15:06:22 PDT 2017","","","3PMBY0YE29BSM3JH8OL84F6KNQTC9K","A2YSSM96QE9A4T","Approved","Wed Apr 05 15:06:48 PDT 2017","Wed Apr 05 15:11:00 PDT 2017","Thu Apr 06 15:11:00 PDT 2017","Thu Apr 06 08:20:39 PDT 2017","","","252","100% (101/101)","100% (101/101)","100% (101/101)","black-and-decker","Since our earliest days as a small Baltimore machine shop, BLACK+DECKER has remained steadfastly focused on customer needs. Learn more about how we've earned our reputation for quality, ingenuity and value.","http://www.blackanddecker.com/","Learn more about BLACK+DECKER products and their corresponding patents. The listing of products and corresponding patents and patent publications is not exhaustive. Listed products may be covered by additional patents not listed. Other BLACK+DECKER products which are not listed may be protected by one or more patents."
"3CIS7GGG66Q2G9T4COHT2FYHLIREUX","3S76BV53LKRKC6WYI70V897DWC875Z","Copy/paste additional brand descriptions ($0.40 for ~3 min)","We will give you a company's name, website URL, and a short description of the company; you will navigate to the company's website, and copy and paste additional text describing the firm's brand identity.","data collection, branding, marketing","$0.40","Wed Apr 05 15:06:22 PDT 2017","1","BatchId:2754327;OriginalHitTemplateId:920937305;","1800","86400","Wed Apr 12 15:06:22 PDT 2017","","","35K3O9HUADLGKBU871RV4ZSYB02FE9","A2F9V69F6TZIAB","Approved","Wed Apr 05 15:32:22 PDT 2017","Wed Apr 05 15:47:18 PDT 2017","Thu Apr 06 15:47:18 PDT 2017","Thu Apr 06 08:20:38 PDT 2017","","","896","96% (107/112)","96% (107/112)","96% (107/112)","boston-scientific-corp","Our commitment to transforming lives through meaningful innovation is more than a goal. It's how we're advancing science for life. We're fulfilling our brand promise by focusing on solutions that matter most, pursuing excellence and collaborating with healthcare professionals.","https://www.bostonscientific.com/","Boston Scientific is proud to be recognized for our innovations that impact patients' lives, our performance as a company, our workplace culture and our contributions to communities around the world.

Boston Scientific is dedicated to transforming lives through innovative medical solutions that improve the health of patients around the world."
"38XPGNCKHU7K1MLBS8FLPFO9M064V6","3S76BV53LKRKC6WYI70V897DWC875Z","Copy/paste additional brand descriptions ($0.40 for ~3 min)","We will give you a company's name, website URL, and a short description of the company; you will navigate to the company's website, and copy and paste additional text describing the firm's brand identity.","data collection, branding, marketing","$0.40","Wed Apr 05 15:06:22 PDT 2017","1","BatchId:2754327;OriginalHitTemplateId:920937305;","1800","86400","Wed Apr 12 15:06:22 PDT 2017","","","3TXD01ZLD6PNBRU5DKAHHDHA8YM4UQ","A17AH7B74XRKX1","Approved","Wed Apr 05 15:06:44 PDT 2017","Wed Apr 05 15:36:36 PDT 2017","Thu Apr 06 15:36:36 PDT 2017","Thu Apr 06 08:20:38 PDT 2017","","","1792","100% (7/7)","100% (7/7)","100% (7/7)","budweiser","A dream to exceed expectations, to surpass goals and achieve things no one would have ever thought possible. This is the driving force that propels us forward to achieve our global AB InBev family vision of bringing people together in a Better World.","http://www.budweiser.com/en/home.html","Adolphus Busch proves that a lasting legacy isn’t made by success alone. A legacy is made by living ambitiously on your own terms. Appropriately, the words “Veni, Vidi, Vici” are inscribed into Adolphus’s grave. The translation? “I came, I saw, I conquered."
