name,area,frac,r,g,b,color_label
celanese-corporation,1895,0.072108067,1.823746702,1.823746702,1.823746702,1
celanese-corporation,389,0.014802131,121.6683805,121.6683805,121.6683805,6
celgene,8820,0.125947822,28.76678005,39.25442177,109.5861678,7
celgene,2057,0.029373545,0.974234322,6.98104035,96.77199806,7
celgene,59152,0.844678633,253.7512172,253.7823066,254.0903435,0
centene-corporation,16342,0.219414608,7.830008567,64.17757924,103.5623547,3
centene-corporation,54917,0.737338883,254.2204964,254.3081924,254.3516762,0
centene-corporation,3221,0.043246509,149.3706923,154.895995,155.5169202,8
centerpoint-energy,8394,0.118283661,36.21717894,32.20633786,33.23230879,1
centerpoint-energy,4804,0.067695343,30.72418818,156.6427977,214.290383,9
centerpoint-energy,54607,0.769492003,254.5499295,254.6182724,254.658194,0
centerpoint-energy,1600,0.022546326,4.81625,1.625625,2.3025,1
centerpoint-energy,1560,0.021982668,153.500641,161.825,167.4474359,8
centurylink,2061,0.027068558,17.16205725,120.5016982,65.66181465,4
centurylink,1661,0.021815077,141.3389524,198.371463,62.79831427,10
centurylink,65983,0.866600998,254.5970174,254.6730218,254.5797705,0
centurylink,5103,0.067021277,1.414854007,1.414854007,1.414854007,1
centurylink,1332,0.01749409,162.6463964,173.7635135,161.0983483,8
cerner-corp,51954,0.181673223,21.23078108,149.2668707,208.7516072,9
cerner-corp,18803,0.065750503,175.0874329,209.3387225,56.29798436,10
cerner-corp,215218,0.752576274,254.2348967,254.6473204,254.693311,0
ch-robinson,613,0.02256331,9.419249592,159.8972268,222.4665579,9
ch-robinson,24526,0.902753239,254.1484955,254.5894561,254.6651309,0
ch-robinson,1201,0.044206419,12.16736053,17.27893422,23.41965029,1
ch-robinson,828,0.030477032,141.9987923,165.8272947,178.0374396,8
ch2m-hill-companies,20229,0.300418795,86.79074596,37.40970883,131.5939987,7
ch2m-hill-companies,47107,0.699581205,253.9134099,253.6596896,254.1762795,0
charles-schwab,45554,0.651143511,1.264411468,159.0136761,214.9463933,9
charles-schwab,24406,0.348856489,252.0579775,253.5520774,254.233795,0
charter-communications,12737,0.174383899,2.20240245,116.2192824,174.7025202,3
charter-communications,57347,0.785145126,254.5391912,254.6683349,254.7354352,0
charter-communications,2956,0.040470975,151.9597429,171.0236806,180.4550068,8
chase,5005,0.066428647,16.04695305,121.5358641,201.8487512,3
chase,10824,0.143661075,33.79905765,30.80136733,30.80136733,1
chase,56709,0.752667764,254.6029378,254.6346435,254.6686593,0
chase,1519,0.020160862,3.319947334,1.177090191,1.177090191,1
chase,1287,0.017081652,172.1033411,180.4063714,189.042735,8
chesapeake-energy-corporation,984,0.056875325,7.806910569,71.76829268,117.3384146,3
chesapeake-energy-corporation,504,0.029131264,140.6944444,198.2063492,64.24801587,10
chesapeake-energy-corporation,15126,0.874284723,253.6209837,254.0089911,253.7163824,0
chesapeake-energy-corporation,687,0.039708687,123.411936,142.5211063,156.9723435,8
chesterfield,70564,0.118144618,226.0224194,57.01690664,63.97641857,2
chesterfield,76609,0.128265703,37.08181806,32.98194729,33.98710334,1
chesterfield,441841,0.739770086,254.8913523,254.7220425,254.7289975,0
chesterfield,8254,0.013819592,192.6669494,162.5823843,163.9985462,8
chevrolet,17597,0.725200907,253.788702,253.8100136,253.7901796,0
chevrolet,2535,0.104471461,216.9376726,176.0272189,90.06706114,12
chevrolet,1888,0.077807542,93.40762308,91.08628904,86.77818952,6
chevrolet,2245,0.092520091,170.8601336,173.481069,172.9233853,8
chipotle-mexican,42445,0.834283356,254.9254565,254.8421015,254.8371068,0
chipotle-mexican,4732,0.093010457,168.3528541,26.62410148,22.48520085,2
chipotle-mexican,2064,0.040569227,67.60920097,18.62324455,2.088619855,1
chipotle-mexican,1635,0.03213696,211.8850856,189.2182152,187.5953545,8
chs,6694,0.094738034,2.208096803,83.02883179,164.2593367,3
chs,56301,0.796809986,254.7237882,254.7594892,254.8079608,0
chs,6658,0.094228537,1.525683388,1.525683388,1.525683388,1
chs,1005,0.014223442,153.9940299,163.3323383,177.3094527,8
chubb,15789,0.863211415,254.6306289,254.6306289,254.6306289,0
chubb,2019,0.110382155,8.808320951,8.808320951,8.808320951,1
chubb,483,0.026406429,145.8571429,145.8571429,145.8571429,8
cigna,747,0.028968085,99.8768407,186.0977242,79.55957162,10
cigna,1878,0.072827394,15.82534611,134.7252396,201.6794462,9
cigna,23162,0.898204522,253.192859,254.1022364,254.0195579,0
cincinnati-financial-corporation,4645,0.064848942,2.175888052,72.46264801,104.7181916,3
cincinnati-financial-corporation,1464,0.020438934,79.64344262,103.0191257,114.3469945,6
cincinnati-financial-corporation,63622,0.888228067,254.5408349,254.6159662,254.6242809,0
cincinnati-financial-corporation,1897,0.026484057,166.57301,180.0089615,186.9899842,8
cinemark,15811,0.25588697,223.9561698,1.528429574,23.80045538,2
cinemark,45978,0.74411303,254.5667058,252.1134456,252.2972509,0
cintas-corp,20671,0.339442009,2.489090997,62.35687678,199.1947172,7
cintas-corp,40226,0.660557991,253.3648635,253.6262865,254.5491722,0
cisco,9118,0.159338739,9.35073481,159.9344154,217.3777144,9
cisco,48106,0.840661261,254.2002037,254.624974,254.8434499,0
citi,9994,0.478639847,8.5927149,134.7352147,199.4061843,9
citi,10886,0.521360153,253.3457334,254.2886011,254.7249931,0
citizens,1538,0.108325116,30.87776333,175.553316,132.2587776,4
citizens,12660,0.891674884,252.6895735,254.2023697,253.7615324,0
clinique,20143,0.86886943,252.7285906,252.7285906,252.7285906,0
clinique,2347,0.101237976,10.86962079,10.86962079,10.86962079,1
clinique,693,0.029892594,130.8643579,130.8643579,130.8643579,6
clorox,8497,0.146265471,2.556431682,106.1386372,181.7810992,3
clorox,7710,0.132718228,238.9610895,61.79610895,34.08534371,2
clorox,1811,0.031174152,252.0502485,207.0259525,35.15571507,11
clorox,915,0.015750607,146.1628415,166.2273224,194.4054645,8
clorox,39160,0.674091543,254.6804137,254.60738,254.6856997,0
cme,13537,0.108209432,37.94481791,34.08679914,35.10726158,1
cme,4123,0.032957634,7.067184089,122.8532622,194.7754063,3
cme,2769,0.022134293,28.53268328,24.82990249,25.87215601,1
cme,2043,0.016330935,113.2349486,111.0117474,111.9481155,6
cme,98445,0.786930456,254.4263354,254.4974252,254.5324876,0
cme,1451,0.011598721,18.57684356,15.17022743,16.19434873,1
cme,2732,0.021838529,178.1872247,189.8744493,197.8627019,8
cms-energy-corporation,1481,0.024002852,155.9270763,182.5887914,188.5509791,8
cms-energy-corporation,2099,0.034018898,65.53787518,154.0019057,37.79275846,10
cms-energy-corporation,5266,0.085347077,4.112799089,80.4473984,151.9044816,3
cms-energy-corporation,52855,0.856631173,254.5234699,254.6722543,254.6501372,0
coach,53025,0.853040541,254.5712966,254.5712966,254.5712966,0
coach,7620,0.122586873,2.919028871,2.919028871,2.919028871,1
coach,1515,0.024372587,139.8363036,139.8363036,139.8363036,8
coca-cola,17046,0.234328604,230.1313505,28.73941101,41.17470374,2
coca-cola,55698,0.765671396,254.7540127,253.2039391,253.2712306,0
cognizant,2887,0.047405583,80.11846207,177.2781434,204.9709041,9
cognizant,1582,0.025977011,104.2420986,176.153603,67.75031606,10
cognizant,1613,0.026486043,128.9752015,200.8890267,232.0092994,9
cognizant,47865,0.785960591,254.7722135,254.7722135,254.7722135,0
cognizant,6205,0.101888342,3.333118453,3.983561644,3.629492345,1
cognizant,748,0.01228243,122.2018717,130.9973262,133.4451872,6
colgate,5420,0.297965915,254.948524,7.19095941,7.216236162,2
colgate,12770,0.702034085,254.9787001,251.4242756,251.4606108,0
comcast-corporation,2974,0.0411262,124.4572966,95.28749159,99.40753194,6
comcast-corporation,63758,0.881682662,254.7555915,254.7544622,254.7593871,0
comcast-corporation,4433,0.061302099,2.206857658,2.206857658,2.206857658,1
comcast-corporation,1149,0.015889039,198.8685814,175.4856397,116.7484769,12
commercial-metals-company,2304,0.032504726,117.6840278,133.7113715,161.0889757,6
commercial-metals-company,2617,0.036920516,6.96E-12,24.45548338,91.53076041,7
commercial-metals-company,19574,0.276149093,2.513844896,46.48830081,101.4514151,3
commercial-metals-company,46387,0.654425665,253.8636471,254.0363248,254.2631125,0
community-health-systems,8624,0.115462372,8.553687384,108.8195733,103.8407931,4
community-health-systems,2767,0.037045963,151.0075894,190.3754969,188.6906397,8
community-health-systems,63300,0.847491666,254.1649763,254.6122749,254.6090205,0
conagra-foods,8701,0.129523498,206.9541432,55.75738421,52.71796345,2
conagra-foods,4166,0.062015273,144.662506,150.4035046,33.2712434,12
conagra-foods,54310,0.808461229,254.3034248,253.4924507,253.1135887,0
conocophillips,60059,0.843359452,254.5445479,254.490168,254.4915167,0
conocophillips,9461,0.132853091,2.874643272,2.874643272,2.874643272,1
conocophillips,1694,0.023787458,167.6021251,103.3819362,104.8441558,6
cons-edison-inc,39357,0.247267039,3.880529512,154.5488477,216.5920675,9
cons-edison-inc,119811,0.752732961,253.8188063,254.5278397,254.8197578,0
constellation-brands,1255,0.023707874,2.12749004,92.17450199,159.6677291,3
constellation-brands,2072,0.039141605,1.698359073,46.55694981,108.7929537,7
constellation-brands,1675,0.031641983,48.19223881,44.60059701,45.55940299,1
constellation-brands,45125,0.852444461,254.7688864,254.792133,254.8101939,0
constellation-brands,1451,0.027410458,8.025499655,5.734665748,6.339076499,1
constellation-brands,1358,0.025653619,175.4506627,177.2488954,180.8483063,8
coors,7370,0.144862017,2.971641791,21.68086839,74.51777476,7
coors,39445,0.775316456,253.0838129,253.1185195,253.2088224,0
coors,4061,0.079821527,156.0374292,158.5296725,165.9551835,8
coremark-holding-company,8160,0.062783719,40.04938725,163.3323529,72.18247549,10
coremark-holding-company,2238,0.017219358,161.2189455,210.746202,138.2180518,10
coremark-holding-company,3610,0.027775641,245.5038781,136.4440443,51.43822715,5
coremark-holding-company,2156,0.016588443,116.0213358,188.9846939,90.49536178,10
coremark-holding-company,3374,0.025959837,230.6843509,213.9774748,155.5868405,12
coremark-holding-company,2257,0.017365546,74.26938414,173.5268055,75.8879043,10
coremark-holding-company,108175,0.832307456,254.9113196,254.9269794,254.8543841,0
corning,14336,0.182336182,6.129464286,94.9640067,209.3528878,7
corning,64288,0.817663818,253.4015213,253.8479499,254.6396528,0
costco,26576,0.280148423,227.1174744,26.42338952,54.63790638,2
costco,11599,0.122269776,3.713423571,97.50806104,169.9665488,3
costco,2012,0.02120931,191.0159046,166.417495,181.8663022,8
costco,54677,0.576372491,254.9020246,254.7086526,254.6711963,0
courtyard,58251,0.810651711,254.1089252,254.1089252,254.1089252,0
courtyard,11849,0.164896948,1.616507722,1.616507722,1.616507722,1
courtyard,1757,0.024451341,123.8155948,123.8155948,123.8155948,6
crown-holdings-inc,5246,0.070548682,156.7336386,156.0557146,113.9387521,12
crown-holdings-inc,6005,0.080755783,7.046120546,136.6733267,84.38361638,4
crown-holdings-inc,63109,0.848695535,254.1557682,254.4434427,254.2023989,0
csc,28433,0.512971783,230.7811698,1.79541378,33.33788204,2
csc,26995,0.487028217,254.6621967,252.4074088,252.6527505,0
cst-brands,33661,0.1596655,36.20540701,63.29949495,154.1406417,7
cst-brands,112770,0.534906224,254.0308327,254.2775827,254.6368804,0
cst-brands,24956,0.118374743,4.139107086,150.263025,217.9890189,9
cst-brands,39435,0.187053533,0.46214503,103.1231491,179.5893763,3
csx,15158,0.212195873,17.73222061,79.99887848,140.7363109,3
csx,56276,0.787804127,254.0724287,254.2734381,254.501546,0
cummins,22584,0.418222222,254.9621856,2.490037194,2.490037194,2
cummins,31416,0.581777778,254.914916,253.1935956,253.1935956,0
dana-holding-corporation,2866,0.063011169,8.387997209,158.5345429,207.2110956,9
dana-holding-corporation,37346,0.82107994,253.5735018,254.3472126,254.4037648,0
dana-holding-corporation,4623,0.101640137,3.033311702,3.045857668,3.045857668,1
dana-holding-corporation,649,0.014268754,124.2003082,134.4761171,137.7241911,6
danaher,16147,0.077396873,10.53116095,65.34462892,129.8018833,3
danaher,10108,0.048450337,22.56039173,21.92125828,26.13957859,1
danaher,182371,0.87415279,253.9907718,254.0875778,254.1888252,0
danone,37276,0.36331384,39.84934814,70.05936477,160.9127367,7
danone,4049,0.039463938,234.2889602,28.22771055,42.44084959,2
danone,2603,0.02537037,1.270072993,15.5812524,148.1943911,7
danone,6290,0.061306043,71.06899841,170.4833068,212.89062,9
danone,52382,0.510545809,252.533047,252.9764796,253.6378198,0
darden-restaurants,5208,0.073696723,46.32411674,33.09581413,34.22196621,1
darden-restaurants,63171,0.893912379,254.7585759,254.7479065,254.7498852,0
darden-restaurants,1342,0.018990208,5.665424739,2.467958271,3.178837556,1
darden-restaurants,947,0.013400691,165.9324182,159.8796199,160.2386484,8
davita-healthcar,9108,0.100880545,10.13109354,77.3545235,131.1375714,3
davita-healthcar,81177,0.899119455,254.0505562,253.9335649,253.527748,0
dean-foods-company,8971,0.127746529,24.80782521,76.47820756,156.4551332,3
dean-foods-company,4496,0.064022784,9.407918149,118.1221085,88.77001779,4
dean-foods-company,1100,0.015663937,148.8536364,169.4418182,196.2563636,8
dean-foods-company,55658,0.79256675,254.6624744,254.7251428,254.8202055,0
deere--company,4700,0.114277378,63.92978723,129.5429787,49.62021277,4
deere--company,1573,0.03824645,41.10807374,118.9402416,31.95295613,4
deere--company,1017,0.024727679,236.3264503,213.6283186,5.691248771,11
deere--company,33838,0.822748493,254.0233465,254.3275903,253.9818547,0
delek-us-holdings,37398,0.323512111,223.081607,12.34794579,48.95193927,2
delek-us-holdings,54773,0.473814879,254.4517154,254.2622834,254.288174,0
delek-us-holdings,16697,0.144437716,224.9908966,95.53836018,80.50506079,13
delek-us-holdings,6732,0.058235294,207.6974565,172.6196638,163.5164361,8
dell,13370,0.190388038,5.141884817,126.2319372,184.6712042,9
dell,56855,0.809611962,254.009322,254.4242195,254.6751033,0
deloitte,18967,0.296911445,36.09853957,63.73395898,135.0149207,7
deloitte,1367,0.021399164,149.8931968,172.860278,153.3343087,8
deloitte,43547,0.681689391,254.438951,254.506005,254.6543734,0
delta,4028,0.051419526,189.16286,27.41484608,52.97715988,13
delta,8841,0.112859988,6.570636806,55.4173736,105.0182106,3
delta,1498,0.019122753,0,35.98664887,94.62216288,7
delta,63969,0.816597733,254.1834795,254.1677844,254.3163251,0
devon,3946,0.057647918,241.194374,72.83958439,30.27318804,2
devon,55300,0.80788897,254.3969982,254.2790597,254.2540325,0
devon,9204,0.134463112,79.7259887,76.72001304,77.75195567,6
dhl,17130,0.227822849,211.8392878,4.877057793,16.97571512,2
dhl,31834,0.423380769,254.8702017,203.7353144,0.078626626,11
dhl,1386,0.018433302,234.6392496,127.3766234,10.19408369,5
dhl,24840,0.33036308,255,255,255,0
dicks-sporting,94815,0.410099481,49.14862,126.6791044,105.1665489,4
dicks-sporting,2889,0.012495675,221.0953537,145.9271845,51.33772538,5
dicks-sporting,8532,0.036903114,38.18624004,44.56903422,42.27074543,1
dicks-sporting,124964,0.54050173,253.6243508,253.9582683,253.8007442,0
dillards,57529,0.79704342,254.4797059,254.4797059,254.4797059,0
dillards,13263,0.183754052,0.717409334,0.717409334,0.717409334,1
dillards,1386,0.019202527,124.1529582,124.1529582,124.1529582,6
dior,7779,0.128264741,33.84985217,30.84998072,30.84998072,1
dior,50845,0.838362353,254.8510571,254.8510571,254.8510571,0
dior,1221,0.020132568,3.64045864,1.077805078,1.077805078,1
dior,803,0.013240338,172.5915318,171.7409714,171.7409714,8
directv,5345,0.077145125,2.453507951,158.649392,218.8707203,9
directv,56597,0.816872339,254.5425906,254.7323356,254.8171988,0
directv,6076,0.087695749,2.363067808,2.363067808,2.363067808,1
directv,1267,0.018286786,149.6187845,172.9510655,184.5730071,8
discover,446,0.036692719,232.9618834,117.9282511,35.83856502,5
discover,10109,0.831674208,253.5808685,253.4786824,253.3903452,0
discover,1156,0.095104895,8.874567474,8.874567474,8.874567474,1
discover,444,0.036528178,123.9324324,121.8490991,120.9189189,6
discovery-media,1820,0.025641026,161.6785714,192.2247253,191.5736264,8
discovery-media,57004,0.803099465,254.7796295,254.816469,254.8208547,0
discovery-media,10345,0.14574528,0.765297245,0.833446109,0.844852586,1
discovery-media,1811,0.025514229,74.89784649,110.4770845,115.4483711,6
dish-networks,4243,0.060925878,255,1.809097337,1.809097337,2
dish-networks,53236,0.764423767,254.6398678,254.4025847,254.4025847,0
dish-networks,10750,0.154360874,9.194790698,9.194790698,9.194790698,1
dish-networks,1413,0.02028948,151.6256192,132.4338287,132.4338287,6
disney,49986,0.825532618,254.6353979,254.6353979,254.6353979,0
disney,9613,0.158761354,1.202330178,1.202330178,1.202330178,1
disney,951,0.015706028,136.7581493,136.7581493,136.7581493,6
dollar-general,6213,0.276133333,246.8124899,236.1392242,8.675036214,11
dollar-general,14110,0.627111111,251.6008505,251.5921332,251.3029057,0
dollar-general,2177,0.096755556,23.94625632,22.595774,7.114836932,1
dollar-tree,5716,0.080190797,0.72463261,149.9870539,56.88470959,10
dollar-tree,4834,0.067817059,109.5070335,190.5426148,81.47207282,10
dollar-tree,1221,0.01712963,-6.37E-12,143.2366912,34.88533989,10
dollar-tree,923,0.012948934,31.531961,27.51787649,28.53412784,1
dollar-tree,58586,0.82191358,254.0328065,254.48218,254.0918479,0
dominion,6109,0.099647669,148.5843837,133.1573089,112.7904731,6
dominion,5710,0.093139334,26.23642732,123.4318739,192.2507881,3
dominion,49487,0.807212997,253.8582254,254.1283367,254.365207,0
dominos-pizza,329,0.017444327,228.1246201,32.61398176,62.44984802,2
dominos-pizza,2104,0.111558855,15.07034221,106.4177757,149.5418251,3
dominos-pizza,16427,0.870996819,253.0588056,253.7296524,254.0801729,0
domtar-corporation,5224,0.086698199,10.70654671,67.31106432,135.8972052,3
domtar-corporation,1249,0.02072857,114.8983187,160.5004003,135.6477182,8
domtar-corporation,53782,0.89257323,254.6760068,254.7358596,254.8022201,0
doritos-tortilla-chips,1125,0.016751292,254.184,153.5457778,12.58933333,5
doritos-tortilla-chips,1582,0.023556039,202.2079646,13.45385588,9.072060683,2
doritos-tortilla-chips,1062,0.015813219,214.3455744,217.6666667,198.9585687,0
doritos-tortilla-chips,1493,0.022230825,86.82920295,21.596785,23.54989953,13
doritos-tortilla-chips,50889,0.757739097,254.7621097,254.8054196,254.7363281,0
doritos-tortilla-chips,10284,0.153129141,1.436989498,1.732594321,1.924154026,1
doritos-tortilla-chips,724,0.010780387,140.2997238,140.1381215,140.1381215,8
doubletree,8814,0.124851266,85.60426594,70.13682777,67.02507375,6
doubletree,59914,0.848688311,254.5845211,254.552108,254.5495877,0
doubletree,1868,0.026460423,163.1809422,156.3956103,155.1664882,8
dover-corporation,12067,0.368345543,50.32004641,70.29336206,147.7419408,7
dover-corporation,20693,0.631654457,252.4807423,252.6749142,253.5563717,0
dow,87009,0.327791591,239.0713489,62.86496799,66.8445793,2
dow,178431,0.672208409,254.9595026,254.5214285,254.5318639,0
dr-horton,12256,0.168652814,35.05621736,69.54634465,119.2935705,3
dr-horton,4847,0.066698775,227.5611719,33.05343511,30.97008459,2
dr-horton,55567,0.764648411,253.7824068,253.1339464,253.3502079,0
dr-pepper,17079,0.242258755,122.4356812,4.931436267,4.931436267,13
dr-pepper,53420,0.757741245,253.6934107,253.0040621,253.0040621,0
dte-energy-co,5722,0.139038733,17.6279273,81.73593149,149.4070255,3
dte-energy-co,35432,0.860961267,251.760499,252.5746218,253.4607417,0
du-pont,17551,0.243906167,227.2695003,5.348812033,5.348812033,2
du-pont,54407,0.756093833,254.7083464,252.6824306,252.6824306,0
duke-energy,44451,0.182381034,1.017772378,90.6677915,132.4967492,3
duke-energy,5684,0.023321271,85.85837438,185.7619634,73.98821253,10
duke-energy,10039,0.041189697,54.0769997,183.8009762,209.971013,9
duke-energy,183552,0.753107998,254.2535685,254.5511463,254.6352914,0
eastman-chemical-company,3303,0.208102319,229.4953073,59.66212534,59.15349682,2
eastman-chemical-company,12569,0.791897681,254.7695919,253.3023311,252.9636407,0
eaton,12578,0.338846983,5.538718397,105.1658451,198.7285737,3
eaton,24542,0.661153017,253.815337,254.0858121,254.3416999,0
ecolab-inc,20097,0.400737787,11.02711848,108.68453,180.3862766,3
ecolab-inc,30053,0.599262213,252.5868965,253.3501481,254.1246797,0
edison-international,5332,0.072261072,255,208.4576144,71.77813203,11
edison-international,3556,0.048192118,0.766872891,105.9769404,82.9451631,4
edison-international,57678,0.781671817,254.2227712,254.1857034,254.0651548,0
edison-international,7222,0.097874993,130.7942398,133.9338133,136.3265024,6
electronic-arts,53704,0.79443787,254.6765232,254.6765232,254.6765232,0
electronic-arts,12909,0.190961538,1.273375165,1.273375165,1.273375165,1
electronic-arts,987,0.014600592,121.6028369,121.6028369,121.6028369,6
eli-lilly-and-company,12547,0.177057462,237.0917351,28.92420499,35.55296087,2
eli-lilly-and-company,58317,0.822942538,254.909769,254.0639779,254.0832519,0
emc-corporation,13986,0.221599011,3.976619477,71.55469755,140.5225225,3
emc-corporation,49128,0.778400989,253.7113662,253.9409502,254.286639,0
emc2,13996,0.221757455,4.205344384,71.8871106,140.6798371,3
emc2,49118,0.778242545,253.5812533,253.8761554,254.2567083,0
emcor-group,3866,0.136588468,22.51086394,131.993792,140.3210036,9
emcor-group,24438,0.863411532,252.0127261,253.371798,253.4484,0
emerson,7044,0.109053753,4.552952868,70.12563884,133.6445202,3
emerson,55399,0.857675873,254.6324663,254.6890016,254.7477752,0
emerson,2149,0.033270374,155.745463,168.9087948,186.8059563,8
energy-future-holdings-corp,31116,0.83825431,253.929811,253.929811,253.929811,0
energy-future-holdings-corp,4751,0.127990302,4.098505578,4.098505578,4.098505578,1
energy-future-holdings-corp,1253,0.033755388,129.7797287,129.7797287,129.7797287,6
energy-transfer-equity,625,0.025381741,25.2176,59.576,115.2,3
energy-transfer-equity,22956,0.932261209,254.3501045,254.4551316,254.5281844,0
energy-transfer-equity,652,0.026478233,9.444785276,9.444785276,9.444785276,1
energy-transfer-equity,391,0.015878817,145.9616368,152.3529412,162.3580563,8
entergy,36869,0.104038332,251.5963004,28.05872142,65.61544929,2
entergy,290003,0.81834138,254.526267,254.2620145,254.3051899,0
entergy,27507,0.077620288,5.245682917,5.245682917,5.245682917,1
enterprise,1883,0.077809917,26.18162507,152.6372809,91.15188529,4
enterprise,14926,0.61677686,254.6977087,254.7255795,254.6987137,0
enterprise,6825,0.282024793,24.74520147,26.01641026,24.88395604,1
enterprise,566,0.02338843,152.5954064,167.2173145,158.5088339,8
envision-healthcare-holdings,2658,0.067362765,103.0188111,138.8717081,162.4650113,9
envision-healthcare-holdings,2811,0.071240306,3.55318392,40.37922448,78.51191747,3
envision-healthcare-holdings,523,0.0132546,1.34E-12,9.363288719,61.87762906,7
envision-healthcare-holdings,33466,0.848142329,253.4615729,253.7798363,254.0191836,0
eog-resources,1947,0.026887066,238.1391885,50.08012327,36.52696456,2
eog-resources,62063,0.857058027,254.6605707,254.5466703,254.539613,0
eog-resources,7170,0.099014003,3.108647141,3.106834031,3.106694561,1
eog-resources,1234,0.017040904,154.5648298,144.9351702,144.3646677,8
equinix,1839,0.05361516,255,1.257205003,1.257205003,2
equinix,31047,0.90516035,254.8348633,254.5372822,254.5372822,0
equinix,764,0.022274052,3.363874346,3.363874346,3.363874346,1
equinix,650,0.018950437,197.7569231,142.5384615,142.5384615,8
erie-insurance-group,9386,0.130687831,2.463030045,121.1519284,194.0748988,3
erie-insurance-group,766,0.010665553,111.7584856,109.9412533,110.3355091,6
erie-insurance-group,1573,0.021901977,36.58931977,32.50985378,33.6560712,1
erie-insurance-group,774,0.010776942,22.91860465,17.09689922,18.50775194,1
erie-insurance-group,57135,0.795530493,254.7592369,254.8077536,254.8406581,0
erie-insurance-group,1044,0.014536341,2.124521073,-2.67E-12,0.450191571,1
erie-insurance-group,1142,0.015900863,174.3423818,189.2014011,201.7872154,8
espn,27121,0.443443427,204.0373511,2.733453781,2.733453781,2
espn,34039,0.556556573,253.9803167,252.7903875,252.7903875,0
essendant,3886,0.052098835,86.92820381,182.0234174,224.0293361,9
essendant,11953,0.160251512,1.645862963,74.60955409,134.9354974,3
essendant,58750,0.787649653,253.4153872,254.042417,254.437566,0
esso,2579,0.134645505,8.615354789,109.4350523,183.1392012,3
esso,1291,0.067401065,237.489543,34.94965143,52.08907823,2
esso,15284,0.79795343,253.7383538,253.3237372,253.7571971,0
estee-lauder,258,0.017070266,90.17829457,87.48062016,88.41472868,6
estee-lauder,199,0.013166601,57.81909548,54.29648241,55.51256281,1
estee-lauder,327,0.02163557,126.2477064,124.293578,124.7431193,6
estee-lauder,13485,0.892219135,254.7483871,254.7434928,254.7459399,0
estee-lauder,310,0.020510785,28.33225806,24.07741935,25.31290323,1
estee-lauder,535,0.035397645,196.7028037,195.9869159,196.3345794,8
eversource-energy,809,0.011186394,1.677379481,172.9826947,237.9888752,9
eversource-energy,1355,0.018736173,3.490774908,176.6398524,65.62583026,10
eversource-energy,1649,0.022801438,41.5797453,99.77744087,76.58156458,4
eversource-energy,50494,0.698202434,254.1925971,254.2901335,254.2647245,0
eversource-energy,16874,0.233324115,0.558077516,0.558077516,0.558077516,1
eversource-energy,1139,0.015749447,152.666374,166.4574188,163.8928885,8
exelon,13291,0.132801103,26.3411331,114.9104657,185.1511549,3
exelon,2779,0.027767231,242.5345572,119.9085673,45.84701224,5
exelon,2469,0.024669771,73.02994739,164.9048968,71.87292594,10
exelon,81543,0.814761895,253.7351304,254.1701087,254.4006279,0
expedia,3750,0.144742937,18.10106667,53.33493333,88.92266667,3
expedia,283,0.010923267,231.3745583,183.4911661,16.71024735,11
expedia,21875,0.844333797,253.3170743,253.4808229,253.7421257,0
expeditors-international-of-washington,2024,0.029500503,238.0459486,58.32806324,50.05533597,2
expeditors-international-of-washington,1326,0.01932691,27.26847662,22.33257919,23.57315234,1
expeditors-international-of-washington,3173,0.046247577,40.94610778,37.10999055,38.05609833,1
expeditors-international-of-washington,60060,0.875395356,254.5184482,254.4593573,254.4578089,0
expeditors-international-of-washington,812,0.011835182,8.068965517,3.236453202,3.955665025,1
expeditors-international-of-washington,1214,0.017694472,158.446458,148.3237232,148.2553542,8
express-scripts,5757,0.079184089,18.70227549,97.93277749,163.3661629,3
express-scripts,1592,0.021897007,40.31281407,36.38505025,37.33103015,1
express-scripts,63632,0.87522007,254.795716,254.8298655,254.864565,0
express-scripts,742,0.010205766,5.447439353,2.623989218,3.101078167,1
express-scripts,981,0.013493068,175.2405708,185.2517839,196.4444444,8
exxonmobil,996,0.065526316,254.0261044,14.52911647,21.0311245,2
exxonmobil,13472,0.886315789,254.6305671,254.1380641,254.1609264,0
exxonmobil,732,0.048157895,221.7076503,162.5833333,165.2827869,8
facebook,50627,0.601985731,59.58016473,89.49578288,152.3053904,3
facebook,33473,0.398014269,254.5324291,254.6025155,254.7492905,0
family-dollar,66196,0.230146893,237.9998943,48.9818418,35.94129555,2
family-dollar,74956,0.260603216,248.9398314,156.8757671,36.08090079,5
family-dollar,146473,0.509249891,254.9352577,254.0696511,253.4394803,0
fannie-mae,1153,0.014990379,136.9549003,144.3946227,162.8404163,8
fannie-mae,996,0.012949191,-2.67E-12,2.0562249,65.60240964,7
fannie-mae,1641,0.021334963,2.44E-12,21.86898233,74.32906764,7
fannie-mae,7906,0.102787456,14.06729067,36.33822413,81.33822413,7
fannie-mae,65220,0.84793801,254.3180773,254.3798835,254.4928856,0
fanta,7073,0.127547156,2.282199915,65.77209105,133.7884914,3
fanta,17339,0.312673567,244.5771382,128.2272334,31.79445181,5
fanta,1389,0.025047787,27.94456443,142.488121,78.92008639,4
fanta,29653,0.534731489,253.7906789,253.3250936,253.232995,0
farmers-insurance-exchange,2210,0.03466993,236.1321267,20.61945701,52.7479638,2
farmers-insurance-exchange,2686,0.042137299,174.2058824,180.3927774,214.4087863,8
