name,area,frac,r,g,b
21st-century-fox,5939,0.1213031045751634,40.47247011281493,16.636134029318693,109.00151540663248
21st-century-fox,36168,0.7387254901960785,253.96646206588474,253.950757575784,254.07501105950482
21st-century-fox,6853,0.13997140522875814,154.16503720998233,154.46782431051986,160.45498321902656
3m,35045,0.5232158853389072,237.61717791411667,29.291682122983108,37.266314738145645
3m,31935,0.4767841146610929,254.8563018631658,253.2211053702817,253.28426491305663
abbott-labs,4531,0.10232610659439928,1.3114102847235074,150.06907967335792,215.0183182520408
abbott-labs,34734,0.7844173441734418,254.30249899231504,254.52642943512868,254.63088040538798
abbott-labs,4173,0.09424119241192412,2.889048646075338,2.8890486460515774,2.8890486460765032
abbott-labs,842,0.01901535682023487,139.39904988123422,164.02256532066457,176.03800475059342
abbvie-inc,46609,0.20299379812550086,21.235212083627054,59.51841918951109,116.49164324490916
abbvie-inc,182999,0.7970062018744991,254.42696408189636,254.52468592732959,254.66264842981533
abc,28108,0.5552197530864198,252.65148712112952,252.65148712112952,252.65148712112952
abc,22517,0.44478024691358026,2.587911355889588,2.587911355889588,2.587911355889588
abm,416,0.011890470473903849,234.7307692307693,133.5480769230761,35.1899038461527
abm,5393,0.1541473732350083,27.540700908605466,76.07417022064935,161.20916002224962
abm,623,0.017807122849139656,152.60834670946952,170.13322632423686,204.8699839486356
abm,28554,0.8161550334419482,254.40211529034679,254.55288225817023,254.58618757441886
accenture,1033,0.015036390101892285,152.13262342691237,25.757986447245436,53.47337850919625
accenture,55647,0.81,254.64352076482774,254.62768882418428,254.63112117453846
accenture,10984,0.1598835516739447,1.1830844865244217,1.183084486531527,1.1830844865325505
accenture,1036,0.015080058224163029,152.60521235521355,147.35907335907294,148.3194980694989
ace,17985,0.2573881932021467,229.22741173199898,50.23797609117716,56.25827078121378
ace,47301,0.6769373881932021,254.27684404132657,253.43939874424012,253.46037081674447
ace,4589,0.06567441860465116,3.2909130529288864,3.9256918718850216,3.9256918718535294
actavis,37924,0.1930171009771987,69.02246420748472,173.41432225069042,45.34131357613089
actavis,11125,0.05662153908794789,31.04073008453199,88.37403344725395,108.79787807948013
actavis,147431,0.7503613599348534,254.07525554309362,254.5629209596088,254.01954134486385
activision-blizzard,20975,0.25198524729994354,94.28085816449527,156.08996424315097,203.08343265792539
activision-blizzard,52192,0.6270137795985055,252.58451486821832,253.27481223174183,253.8008698650941
activision-blizzard,5007,0.06015209216833455,53.28999400838378,53.28999400839325,53.28999400839783
activision-blizzard,5065,0.0608488809332164,116.41994076999559,116.41994076999448,116.41994076998483
adidas,50338,0.723496608025756,254.69674997027963,254.69674997027963,254.69674997027963
adidas,18202,0.2616131999540071,0.7092627184601668,0.7092627184601668,0.7092627184601668
adidas,1036,0.014890192020236863,134.08204633204556,134.08204633204556,134.08204633204556
adobe,10208,0.17489035087719298,235.40673981191208,30.29907915357225,37.95199843262435
adobe,44347,0.7597827576754386,254.45137213338526,254.117550228858,254.12293954499302
adobe,3813,0.06532689144736842,4.079989509555702,4.0799895095841805,4.079989509569003
adp,23902,0.33549962803363137,238.0608317295576,38.83344489999948,33.89628482973464
adp,47341,0.6645003719663686,254.8696056272528,253.6392133668401,253.60968293869226
advance-auto-parts,336863,0.326341742230489,235.01561762496186,28.21367440118229,43.12784128945468
advance-auto-parts,613259,0.5941050530884291,254.79922349276745,254.19666731240082,254.24035847923733
advance-auto-parts,82118,0.07955320468108193,33.977775883404405,30.991171241359638,31.987773691361184
aecom-technology,19326,0.7138741134751773,254.0487426265346,254.052209458738,254.050605402062
aecom-technology,7059,0.2607491134751773,2.240979199113013,2.240271685276184,2.2405546908292986
aecom-technology,687,0.02537677304964539,123.5935198821791,123.52871870397655,123.55522827687756
aes,3384,0.049214659685863874,18.690898345159184,116.94739952718271,171.00945626478045
aes,2009,0.029217568353694007,129.37083125933566,201.09357889497315,47.209059233449814
aes,4499,0.0654304828388598,2.195154478789476,48.92420537896857,81.95910202267783
aes,972,0.014136125654450262,68.90329218107014,108.37962962962784,16.61831275720681
aes,57896,0.8420011634671322,254.15698839300998,254.39926765233741,254.48533577448688
aetna,3495,0.2014757594973194,98.65207439198305,153.91816881258885,55.710729613739396
