"name","include","url","brand_identity","source","cb_id","cb_desc","logo_file","logo_url"
"jc-penney",0,"http://www.jcpenney.com/","JCPenney is Your One-Stop Shop for Easter Clothes, Shoes & Accessories  At JCPenney, we're dedicated to bringing you the very best in stylish and affordable goods. Your entire family will look their best with our selection of Easter clothing! Shop Easter dresses for women and girls in stunning colors, beautiful designs, and flattering silhouettes. We have handsome dress clothes for men and boys, including two-piece suits and dress shirts in spring inspired colors. Get darling Easter outfits for babies and toddlers that are just picture perfect! Match your outfits with new Easter shoes from our shoe department, and finish the look with the right accessories! At JCPenney, you'll find everything you need for a stylish Easter. Your journey towards better value starts and ends with us, online or in your closest JCPenney store! JCPenney is Your One-Stop Shop for Easter Clothes, Shoes & Accessories  At JCPenney, we're dedicated to bringing you the very best in stylish and affordable goods. Your entire family will look their best with our selection of Easter clothing! Shop Easter dresses for women and girls in stunning colors, beautiful designs, and flattering silhouettes. We have handsome dress clothes for men and boys, including two-piece suits and dress shirts in spring inspired colors. Get darling Easter outfits for babies and toddlers that are just picture perfect! Match your outfits with new Easter shoes from our shoe department, and finish the look with the right accessories! At JCPenney, you'll find everything you need for a stylish Easter. Your journey towards better value starts and ends with us, online or in your closest JCPenney store!","BD","jcpenney-com","J. C. Penney is a chain of American mid-range department stores based in Plano, Texas.  It operates over 1,100 department stores in 49 states and Puerto Rico. The company's business consists of selling merchandise and services to consumers through its department stores and website at jcpenney.com.  J. C. Penney sells family apparel and footwear, accessories, fine and fashion jewelry, and beauty products as well as home furnishings. In addition, the company's department stores provide its customers with services such as styling salon, optical, portrait photography, and custom decorating.  J. C. Penney Company, Inc. was founded in 1902 by James Cash Penney.","jc-penney.jpg","http://www.columbia.edu/~rtd2118/logos/jc-penney.jpg"
"jetblue-airways-corporation",0,"https://www.jetblue.com/#/","JetBlue is a leader in it's field. Rates in the top ten  as far as size of airline company.They also offer many great deals including multiple rewards programs for frequent flyers. JetBlue is a leader in it's field. Rates in the top ten  as far as size of airline company.They also offer many great deals including multiple rewards programs for frequent flyers.","F500","jetblue-airways","JetBlue Airways Corporation (JetBlue) is a passenger airline that operates primarily on point-to-point routes with its fleet of 120 Airbus A320 aircraft and 49 EMBRAER 190 aircraft. As of December 31, 2011, it served 70 destinations in 22 states, Puerto Rico, Mexico and 12 countries in the Caribbean and Latin America. Most of JetBlue flights have as an origin or destination New York or one of its other focus cities: Boston, Fort Lauderdale, Los Angeles, Orlando or San Juan, Puerto Rico. As of December 31, 2011, the Company operated an average of 700 daily flights. During the year ended December 31, 2011, the Company acquired eight take-off and landing slots at each of New York's LaGuardia Airport and Washington D.C.'s Ronald Reagan National Airport. The Company's operations primarily consist of transporting passengers on its aircraft with domestic United States operations, including Puerto Rico, which accounted for 85% of its capacity in 2011.","jetblue-airways-corporation.png","http://www.columbia.edu/~rtd2118/logos/jetblue-airways-corporation.png"
"jm-smucker",0,"http://www.jmsmucker.com/","The J.M. Smucker Company family of brands has grown to include a wide variety of quality products that all meet the high standards you've come to expect from Smucker.The J.M. Smucker Company's Purpose is helping to bring families together to share memorable meals and moments. We follow several basic beliefs regarding Quality, People, Ethics, Growth, and Independence have served as a strong foundation throughout our history and will continue to be the basis for future strategy, plans, and accomplishments. The J.M. Smucker Company family of brands has grown to include a wide variety of quality products that all meet the high standards you've come to expect from Smucker.The J.M. Smucker Company's Purpose is helping to bring families together to share memorable meals and moments. We follow several basic beliefs regarding Quality, People, Ethics, Growth, and Independence have served as a strong foundation throughout our history and will continue to be the basis for future strategy, plans, and accomplishments.","F500","jm-smucker-company","The J. M. Smucker Company is an American manufacturer of fruit spreads, ice cream toppings, beverages, shortening, natural peanut butter, and other products in North America. Smucker's headquarters are located in Orrville, Ohio.","jm-smucker.png","http://www.columbia.edu/~rtd2118/logos/jm-smucker.png"
"john-hancock",0,"http://www.johnhancock.com","John Hancock's core retail products in the U.S. focus on providing financial solutions at every stage of our clients' lives. Our product suite includes life insurance, mutual funds, 401(k) plans, and annuities. We distribute our products primarily through licensed financial advisors, and through Signator Investors, Inc., a national network of independent firms. In addition to offering financial solutions, John Hancock is a vibrant organization that also focuses on making a difference - in our community, in the lives of our employees, and for the environment. John Hancock's core retail products in the U.S. focus on providing financial solutions at every stage of our clients' lives. Our product suite includes life insurance, mutual funds, 401(k) plans, and annuities. We distribute our products primarily through licensed financial advisors, and through Signator Investors, Inc., a national network of independent firms. In addition to offering financial solutions, John Hancock is a vibrant organization that also focuses on making a difference - in our community, in the lives of our employees, and for the environment.","BD","john-hancock","John Hancock's core retail products in the U.S. focus on providing financial solutions at every stage of our clients' lives. Our product suite includes life insurance, mutual funds, 401(k) plans, long-term care (LTC) insurance, and annuities. We distribute our products primarily through licensed financial advisors, and through John Hancock Financial Network, a national network of independent firms.","john-hancock.png","http://www.columbia.edu/~rtd2118/logos/john-hancock.png"
"johnnie-walker",0,"https://www.johnniewalker.com/en-in/","Johnnie Walker is a brand of Scotch whisky owned by Diageo that originated in Kilmarnock, Ayrshire, Scotland. It is the most widely distributed brand of blended Scotch whisky in the world, sold in almost every country, with annual sales of the equivalent of over 226.2 million 750 ml bottles in 2015 Johnnie Walker is a brand of Scotch whisky owned by Diageo that originated in Kilmarnock, Ayrshire, Scotland. It is the most widely distributed brand of blended Scotch whisky in the world, sold in almost every country, with annual sales of the equivalent of over 226.2 million 750 ml bottles in 2015","IB","johnnie-walker",NA,"johnnie-walker.png","http://www.columbia.edu/~rtd2118/logos/johnnie-walker.png"
"johnson-controls",0,"http://www.johnsoncontrols.com/","The future is being built today, and Johnson Controls is making that future more productive, more secure and more sustainable. We create intelligent buildings, efficient energy solutions, integrated infrastructure and next generation transportation systems that work seamlessly together to deliver on the promise of smart cities and communities. At its core, that promise is about delivering innovation that make people's lives  _ and the world  _ better.    We are committed to helping our customers win and creating greater value for all of our stakeholders through strategic focus on our buildings and energy growth platforms. We promise honesty and transparency. We uphold the highest standards of integrity and honor the commitments we make.    We believe in doing well by doing good and hold ourselves accountable to make the world a better place through the solutions we provide, our engagement in society, the way we do business, and our commitment to protect people and the environment. The future is being built today, and Johnson Controls is making that future more productive, more secure and more sustainable. We create intelligent buildings, efficient energy solutions, integrated infrastructure and next generation transportation systems that work seamlessly together to deliver on the promise of smart cities and communities. At its core, that promise is about delivering innovation that make people's lives  _ and the world  _ better.    We are committed to helping our customers win and creating greater value for all of our stakeholders through strategic focus on our buildings and energy growth platforms. We promise honesty and transparency. We uphold the highest standards of integrity and honor the commitments we make.    We believe in doing well by doing good and hold ourselves accountable to make the world a better place through the solutions we provide, our engagement in society, the way we do business, and our commitment to protect people and the environment.","BD","johnson-controls","Johnson Controls, Inc. operates in building efficiency, automotive experience, and power solutions businesses worldwide. The company's building efficiency business designs, produces, markets, and installs integrate heating, ventilating, and air conditioning systems; and building management systems, controls, security, and mechanical equipment. It also provides technical services, energy management consulting, and operations of real estate portfolios for the non-residential buildings market. This segment also offers residential air conditioning and heating systems. Its automotive experience business designs and manufactures interior products and systems for passenger cars and light trucks, including vans, pick-up trucks, and sport/crossover utility vehicles. This segment's products and systems include seating systems and components; cockpit systems, such as instrument panels and clusters, information displays, and body controllers; overhead systems, including headliners and electronic convenience features; floor consoles; and door systems. It also produces automotive interior systems for original equipment manufacturers. The company's power solutions business produces lead-acid automotive batteries serving automotive original equipment manufacturers and the general vehicle battery aftermarket. It produces lead-acid batteries, as well as offers absorbent glass mat, nickel-metal-hydride, and lithium-ion battery technologies to power hybrid vehicles.","johnson-controls.jpg","http://www.columbia.edu/~rtd2118/logos/johnson-controls.jpg"
"johnson-johnson",0,"https://www.jnj.com/","We believe our first responsibility is to the doctors, nurses and patients, to mothers and fathers and all others who use our products and services. In meeting their needs everything we do must be of high quality. We must constantly strive to reduce our costs in order to maintain reasonable prices. Customers' orders must be serviced promptly and accurately. Our suppliers and distributors must have an opportunity to make a fair profit.    We are responsible to our employees, the men and women who work with us throughout the world. Everyone must be considered as an individual. We must respect their dignity and recognize their merit. They must have a sense of security in their jobs. Compensation must be fair and adequate, and working conditions clean, orderly and safe. We must be mindful of ways to help our employees fulfill their family responsibilities. Employees must feel free to make suggestions and complaints. There must be equal opportunity for employment, development and advancement for those qualified. We must provide competent management, and their actions must be just and ethical.    We are responsible to the communities in which we live and work and to the world community as well. We must be good citizens  _ support good works and charities and bear our fair share of taxes. We must encourage civic improvements and better health and education. We must maintain in good order the property we are privileged to use, protecting the environment and natural resources.    Our final responsibility is to our stockholders. Business must make a sound profit. We must experiment with new ideas. Research must be carried on, innovative programs developed and mistakes paid for. New equipment must be purchased, new facilities provided and new products launched. Reserves must be created to provide for adverse times. When we operate according to these principles, the stockholders should realize a fair return. We believe our first responsibility is to the doctors, nurses and patients, to mothers and fathers and all others who use our products and services. In meeting their needs everything we do must be of high quality. We must constantly strive to reduce our costs in order to maintain reasonable prices. Customers' orders must be serviced promptly and accurately. Our suppliers and distributors must have an opportunity to make a fair profit.    We are responsible to our employees, the men and women who work with us throughout the world. Everyone must be considered as an individual. We must respect their dignity and recognize their merit. They must have a sense of security in their jobs. Compensation must be fair and adequate, and working conditions clean, orderly and safe. We must be mindful of ways to help our employees fulfill their family responsibilities. Employees must feel free to make suggestions and complaints. There must be equal opportunity for employment, development and advancement for those qualified. We must provide competent management, and their actions must be just and ethical.    We are responsible to the communities in which we live and work and to the world community as well. We must be good citizens  _ support good works and charities and bear our fair share of taxes. We must encourage civic improvements and better health and education. We must maintain in good order the property we are privileged to use, protecting the environment and natural resources.    Our final responsibility is to our stockholders. Business must make a sound profit. We must experiment with new ideas. Research must be carried on, innovative programs developed and mistakes paid for. New equipment must be purchased, new facilities provided and new products launched. Reserves must be created to provide for adverse times. When we operate according to these principles, the stockholders should realize a fair return.","BD","johnson-johnson","Johnson & Johnson engages in the research and development, manufacture, and sale of a range of products in the healthcare field.   Segments   The company operates through three business segments, including Consumer; Pharmaceutical and Medical Devices; and Diagnostics.   Consumer   The Consumer segment includes a range of products used in the baby care, skin care, oral care, wound care and women's health care fields, as well as nutritional and over-the-counter pharmaceutical products. The Baby Care franchise includes the JOHNSON'S Baby line of products. Major brands in the Skin Care franchise include the AVEENO; CLEAN & CLEAR; JOHNSON'S Adult; NEUTROGENA; RoC; LUBRIDERM; Beijing Dabao Cosmetics Co., Ltd.; and Vendome product lines. The Oral Care franchise includes the LISTERINE and REACH oral care lines of products. Major brands in the Women's Health franchise are the CAREFREE Pantiliners and STAYFREE sanitary protection products. The nutritional and over-the-counter lines include SPLENDA, No Calorie Sweetener; the family of TYLENOL acetaminophen products; SUDAFED cold, flu and allergy products; ZYRTEC allergy products; MOTRIN IB ibuprofen products; and PEPCID AC Acid Controller from Johnson & Johnson Merck Consumer Pharmaceuticals Co. These products are marketed principally to the general public and sold both to wholesalers and directly to independent and chain retail outlets throughout the world.   Pharmaceutical  The Pharmaceutical segment includes products in the following therapeutic areas: anti-infective, antipsychotic, cardiovascular, contraceptive, dermatology, gastrointestinal, hematology, immunology, neurology, oncology, pain management, urology and virology. These products are distributed directly to retailers, wholesalers and health care professionals for prescription use by the general public. Key products in the Pharmaceutical segment include: REMICADE (infliximab), a biologic approved for the treatment of Crohn's disease, ankylosing spondylitis, psoriasis, psoriatic arthritis, ulcerative colitis, and use in the treatment of rheumatoid arthritis; TOPAMAX (topiramate), approved for adjunctive and monotherapy use in epilepsy, as well as for the prophylactic treatment of migraines; PROCRIT (Epoetin alfa, sold outside the U.S. as EPREX), a biotechnology-derived product that stimulates red blood cell production; RISPERDAL oral (risperidone), a medication that treats the symptoms of schizophrenia, bipolar mania and irritability associated with autistic behavior in indicated patients, RISPERDAL CONSTA (risperidone), a long-acting injectable, and INVEGA (paliperdone) Extended-Release tablets, for the treatment of schizophrenia; LEVAQUIN (levofloxacin) and FLOXIN (ofloxacin), both in the anti-infective field; CONCERTA (methylphenidate HCl), a product for the treatment of attention deficit hyperactivity disorder; ACIPHEX/PARIET, a proton pump inhibitor co-marketed with Eisai Inc.; and DURAGESIC/Fentanyl Transdermal (fentanyl transdermal system, sold outside the U.S. as DUROGESIC), a treatment for chronic pain that offers a novel delivery system.   Medical Devices and Diagnostics  The Medical Devices and Diagnostics segment includes a range of products distributed to wholesalers, hospitals and retailers, used principally in the professional fields by physicians, nurses, therapists, hospitals, diagnostic laboratories and clinics. These products include Cordis' circulatory disease management products; DePuy's orthopaedic joint reconstruction, spinal care and sports medicine products; Ethicon's surgical care and women's health products; Ethicon Endo-Surgery's minimally invasive surgical products; LifeScan's blood glucose monitoring and insulin delivery products; Ortho-Clinical Diagnostics' professional diagnostic products and Vistakon's disposable contact lenses.   History  Johnson & Johnson was founded in 1886.","johnson-johnson.png","http://www.columbia.edu/~rtd2118/logos/johnson-johnson.png"
"johnsons",0,"https://www.jnj.com","We believe our first responsibility is to the doctors, nurses and patients, to mothers and fathers and all others who use our products and services. In meeting their needs everything we do must be of high quality. We must constantly strive to reduce our costs in order to maintain reasonable prices. Customers' orders must be serviced promptly and accurately. Our suppliers and distributors must have an opportunity to make a fair profit.    We are responsible to the communities in which we live and work and to the world community as well. We must be good citizens  _ support good works and charities and bear our fair share of taxes. We must encourage civic improvements and better health and education. We must maintain in good order the property we are privileged to use, protecting the environment and natural resources. We believe our first responsibility is to the doctors, nurses and patients, to mothers and fathers and all others who use our products and services. In meeting their needs everything we do must be of high quality. We must constantly strive to reduce our costs in order to maintain reasonable prices. Customers' orders must be serviced promptly and accurately. Our suppliers and distributors must have an opportunity to make a fair profit.    We are responsible to the communities in which we live and work and to the world community as well. We must be good citizens  _ support good works and charities and bear our fair share of taxes. We must encourage civic improvements and better health and education. We must maintain in good order the property we are privileged to use, protecting the environment and natural resources.","BD","johnson-johnson","Johnson & Johnson engages in the research and development, manufacture, and sale of a range of products in the healthcare field.  Segments  The company operates through three business segments, including Consumer; Pharmaceutical and Medical Devices; and Diagnostics.  Consumer  The Consumer segment includes a range of products used in the baby care, skin care, oral care, wound care and women's health care fields, as well as nutritional and over-the-counter pharmaceutical products. The Baby Care franchise includes the JOHNSON'S Baby line of products. Major brands in the Skin Care franchise include the AVEENO; CLEAN & CLEAR; JOHNSON'S Adult; NEUTROGENA; RoC; LUBRIDERM; Beijing Dabao Cosmetics Co., Ltd.; and Vendome product lines. The Oral Care franchise includes the LISTERINE and REACH oral care lines of products. Major brands in the Women's Health franchise are the CAREFREE Pantiliners and STAYFREE sanitary protection products. The nutritional and over-the-counter lines include SPLENDA, No Calorie Sweetener; the family of TYLENOL acetaminophen products; SUDAFED cold, flu and allergy products; ZYRTEC allergy products; MOTRIN IB ibuprofen products; and PEPCID AC Acid Controller from Johnson & Johnson Merck Consumer Pharmaceuticals Co. These products are marketed principally to the general public and sold both to wholesalers and directly to independent and chain retail outlets throughout the world.  Pharmaceutical  The Pharmaceutical segment includes products in the following therapeutic areas: anti-infective, antipsychotic, cardiovascular, contraceptive, dermatology, gastrointestinal, hematology, immunology, neurology, oncology, pain management, urology and virology. These products are distributed directly to retailers, wholesalers and health care professionals for prescription use by the general public. Key products in the Pharmaceutical segment include: REMICADE (infliximab), a biologic approved for the treatment of Crohn's disease, ankylosing spondylitis, psoriasis, psoriatic arthritis, ulcerative colitis, and use in the treatment of rheumatoid arthritis; TOPAMAX (topiramate), approved for adjunctive and monotherapy use in epilepsy, as well as for the prophylactic treatment of migraines; PROCRIT (Epoetin alfa, sold outside the U.S. as EPREX), a biotechnology-derived product that stimulates red blood cell production; RISPERDAL oral (risperidone), a medication that treats the symptoms of schizophrenia, bipolar mania and irritability associated with autistic behavior in indicated patients, RISPERDAL CONSTA (risperidone), a long-acting injectable, and INVEGA (paliperdone) Extended-Release tablets, for the treatment of schizophrenia; LEVAQUIN (levofloxacin) and FLOXIN (ofloxacin), both in the anti-infective field; CONCERTA (methylphenidate HCl), a product for the treatment of attention deficit hyperactivity disorder; ACIPHEX/PARIET, a proton pump inhibitor co-marketed with Eisai Inc.; and DURAGESIC/Fentanyl Transdermal (fentanyl transdermal system, sold outside the U.S. as DUROGESIC), a treatment for chronic pain that offers a novel delivery system.  Medical Devices and Diagnostics  The Medical Devices and Diagnostics segment includes a range of products distributed to wholesalers, hospitals and retailers, used principally in the professional fields by physicians, nurses, therapists, hospitals, diagnostic laboratories and clinics. These products include Cordis' circulatory disease management products; DePuy's orthopaedic joint reconstruction, spinal care and sports medicine products; Ethicon's surgical care and women's health products; Ethicon Endo-Surgery's minimally invasive surgical products; LifeScan's blood glucose monitoring and insulin delivery products; Ortho-Clinical Diagnostics' professional diagnostic products and Vistakon's disposable contact lenses.  History  Johnson & Johnson was founded in 1886.","johnsons.jpg","http://www.columbia.edu/~rtd2118/logos/johnsons.jpg"
"jones-lang-lasalle-incorporated",0,"http://www.jll.com","JLL is a financial and professional services firm specializing in commercial real estate services and investment management. We create value for companies and institutions that invest in and use real estate. With more than 77,000 employees across 300 corporate offices worldwide, we serve the local, regional and global real estate needs of corporates and investors in more than 80 countries. Our integrated services offering is grounded in expertise in all property types, a deep understanding of real estate markets and capital markets, and is coordinated and consistent across geographies.    JLL is a public company whose leaders are committed to creating value for our clients and shareholders. We've been building relationships and expanding our global footprint since our 1783 founding in London. Our experts have redefined the industry and changed the way organizations look at real estate. JLL is a financial and professional services firm specializing in commercial real estate services and investment management. We create value for companies and institutions that invest in and use real estate. With more than 77,000 employees across 300 corporate offices worldwide, we serve the local, regional and global real estate needs of corporates and investors in more than 80 countries. Our integrated services offering is grounded in expertise in all property types, a deep understanding of real estate markets and capital markets, and is coordinated and consistent across geographies.    JLL is a public company whose leaders are committed to creating value for our clients and shareholders. We've been building relationships and expanding our global footprint since our 1783 founding in London. Our experts have redefined the industry and changed the way organizations look at real estate.","F500","jones-lang-lasalle","Jones Lang LaSalle is a financial and professional services firm that specializes in commercial real estate services and investment management. Its services include: tenant representation for organizations that lease office, industrial and retail spaces; consulting, which supports companies to develop workplace strategies such as occupancy planning, relocations, and energy and environmental sustainability initiatives; project and development services to manage ground-up creation, building construction, and major interior renovations; capital markets and real estate investment banking, which helps organizations buy and sell properties, and improve the financial impact of their real estate; facilities management for a variety of properties including office towers, retail and exhibition centers, and government, collegiate and industrial complexes; property management services, that provide on-site administration to help owners of office, industrial, retail and specialty properties reduce costs and enhance their property values; and valuations that provide impartial assessments of real estate worth through more than 200 corporate offices in 70 countries. Jones Lang LaSalle was formed by the merger of Jones Lang Wootton, a British firm with origins dating back to 1783, and LaSalle Partners, an American company formed from a predecessor launched in 1968. Jones Lang Wootton opened its first US office in New York in 1975. In 1997, the initial public offering was completed by LaSalle Partners for the company's common stock in the market.","jones-lang-lasalle-incorporated.png","http://www.columbia.edu/~rtd2118/logos/jones-lang-lasalle-incorporated.png"
"jp-morgan",0,"https://www.jpmorgan.com/country/VE/en/jpmorgan","Our commitment to helping clients in Latin America dates back to the 19th century. As a result of our long-standing presence, we have built long-term and trusted relationships with Latin American industry leaders, financial institutions, governments, family-owned businesses and private clients Our commitment to helping clients in Latin America dates back to the 19th century. As a result of our long-standing presence, we have built long-term and trusted relationships with Latin American industry leaders, financial institutions, governments, family-owned businesses and private clients","BD","jpmorgan-chase-co","JPMorgan Chase & Co., a financial holding company, provides various financial services worldwide. The company's Investment Bank segment provides investment banking products and services, including advising on corporate strategy and structure, capital raising in equity and debt markets, risk management, market-making in cash securities and derivative instruments, and prime brokerage and research.","jp-morgan.jpg","http://www.columbia.edu/~rtd2118/logos/jp-morgan.jpg"
