"name","include","url","brand_identity","source","cb_id","cb_desc","logo_file","logo_url"
"sheraton",0,"http://www.starwoodhotels.com/sheraton/index.html","At Sheraton we are committed to going above and beyond to ensure you have the best stay possible. Our associates are dedicated to delivering the highest standards of service, be that grand gestures or thoughtful small touches. We go beyond so you can too.    Sheraton Hotels & Resorts remain at the forefront of the industry. We're forward thinking and ever changing, but loyal to the solid foundation and inherent values that make us who we are. At Sheraton we are committed to going above and beyond to ensure you have the best stay possible. Our associates are dedicated to delivering the highest standards of service, be that grand gestures or thoughtful small touches. We go beyond so you can too.    Sheraton Hotels & Resorts remain at the forefront of the industry. We're forward thinking and ever changing, but loyal to the solid foundation and inherent values that make us who we are.","BD","sheraton-pacific-hotels",NA,"sheraton.png","http://www.columbia.edu/~rtd2118/logos/sheraton.png"
"sherwin-williams",0,"https://www.sherwin-williams.com","SERVICE that is exemplary, personal, and professional, accompanied by the strongest product knowledge and supply chain in our industry, provides our customers with confidence in our products and coatings solutions.    INTEGRITY is at the heart of who we are as a Company. We were established as a principled, ethical enterprise. Today, integrity is reflected in our people, our products, and our business practices and relationships. We keep our promises to one another, to our customers, and to our shareholders.    INNOVATION ensures that our customers will be the first to benefit from pioneering advancements in our products, coatings, and their applications. At Sherwin-Williams, expansive thinking and innovation is encouraged through challenging assumptions and by leveraging our collective ingenuity and imagination for new ideas and inspiration. SERVICE that is exemplary, personal, and professional, accompanied by the strongest product knowledge and supply chain in our industry, provides our customers with confidence in our products and coatings solutions.    INTEGRITY is at the heart of who we are as a Company. We were established as a principled, ethical enterprise. Today, integrity is reflected in our people, our products, and our business practices and relationships. We keep our promises to one another, to our customers, and to our shareholders.    INNOVATION ensures that our customers will be the first to benefit from pioneering advancements in our products, coatings, and their applications. At Sherwin-Williams, expansive thinking and innovation is encouraged through challenging assumptions and by leveraging our collective ingenuity and imagination for new ideas and inspiration.","BD","sherwin-williams","The Sherwin-Williams Company engages in the development, manufacture, distribution, and sale of paints, coatings, and related products to professional, industrial, commercial, and retail customers in North and South America, Europe, and Asia. It operates in three segments: Paint Stores, Consumer, and Global. The Paint Stores segment sells paint, coatings, and related products to end-use customers. This segment markets and sells Sherwin-Williams branded architectural paints and coatings, industrial and marine products, and original equipment manufacturer product finishes and related items.","sherwin-williams.png","http://www.columbia.edu/~rtd2118/logos/sherwin-williams.png"
"simon-property-group",0,"http://www.simon.com/","We seek out, advance and reward employees who embrace our commitment to quality and the highest standards of excellence in all we do, both individually and as a company. We are committed to delivering superior results for our customers, communities, and shareholders.    Our shopping centers are more than places to shop. We strive to make them a source of pride in the community. We are committed to being a responsible and contributing corporate citizen in every community in which we operate. We are environmentally conscious and dedicated to maintaining lasting, mutually beneficial relationships in all aspects of our business. We seek out, advance and reward employees who embrace our commitment to quality and the highest standards of excellence in all we do, both individually and as a company. We are committed to delivering superior results for our customers, communities, and shareholders.    Our shopping centers are more than places to shop. We strive to make them a source of pride in the community. We are committed to being a responsible and contributing corporate citizen in every community in which we operate. We are environmentally conscious and dedicated to maintaining lasting, mutually beneficial relationships in all aspects of our business.","BD","simon-property-group","Simon Property Group, Inc. (NYSE: SPG) is an S&P 100 company and a leader in the global retail real estate industry.  The Company currently owns or has an interest in 326 retail real estate properties in North America and Asia comprising 241 million square feet. We are headquartered in Indianapolis, Indiana and employ approximately 5,500 people in the U.S.","simon-property-group.jpg","http://www.columbia.edu/~rtd2118/logos/simon-property-group.jpg"
"sirius",0,"http://www.siriusxm.com/","Sirius XM Holdings Inc. is the largest radio company measured by revenue and has more than 30.6 million subscribers. SiriusXM creates and offers commercial-free music; premier sports and live events; news and comedy; exclusive talk and entertainment; and a wide variety of Latin commercial-free music, sports, and talk programming. SiriusXM is available in vehicles from every major car company in the U.S. and smartphones and other connected devices, as well as online at siriusxm.com. SiriusXM listeners can personalize SiriusXM's expertly curated commercial-free music channels using MySXM and listen to thousands of hours of programming on demand using SiriusXM On Demand.  SiriusXM is also one of the world's largest pure-play audio entertainment companies and is among the largest subscription media companies in the United States, offering an impressive array of exclusive content that spans virtually all genres and interests Sirius XM Holdings Inc. is the largest radio company measured by revenue and has more than 30.6 million subscribers. SiriusXM creates and offers commercial-free music; premier sports and live events; news and comedy; exclusive talk and entertainment; and a wide variety of Latin commercial-free music, sports, and talk programming. SiriusXM is available in vehicles from every major car company in the U.S. and smartphones and other connected devices, as well as online at siriusxm.com. SiriusXM listeners can personalize SiriusXM's expertly curated commercial-free music channels using MySXM and listen to thousands of hours of programming on demand using SiriusXM On Demand.  SiriusXM is also one of the world's largest pure-play audio entertainment companies and is among the largest subscription media companies in the United States, offering an impressive array of exclusive content that spans virtually all genres and interests","BD","sirius","Sirius is an Eclipse project which allows you to easily create your own graphical modeling workbench by leveraging the Eclipse Modeling technologies, including EMF and GMF.  Sirius has been created by Obeo and Thales to provide a generic workbench for model-based architecture engineering that could be easily tailored to fit specific needs.  Based on a viewpoint approach, Sirius makes it possible to equip teams who have to deal with complex architectures on specific domains.","sirius.jpg","http://www.columbia.edu/~rtd2118/logos/sirius.jpg"
"skechers",0,"http://skx.com/","We design and market Skechers-branded lifestyle footwear for men, women and children, and performance footwear for men and women under the Skechers GO brand name. Our footwear reflects a combination of style, comfort, quality and value that appeals to a broad range of consumers. Our brands are sold through department and specialty stores, athletic and independent retailers, boutiques and internet retailers. In addition to wholesale distribution, our footwear is available at our e-commerce websites and our own retail stores. As of February 1, 2017, we owned and operated 117 concept stores, 163 factory outlet stores and 134 warehouse outlet stores in the United States, and 101 concept stores, 51 factory outlet stores, and 5 warehouse outlet stores internationally. Our objective is to profitably grow our operations worldwide while leveraging our recognizable Skechers brand through our strong product lines, innovative advertising and diversified distribution channels.    We seek to offer consumers a vast array of stylish and comfortable footwear that satisfies their active, casual, dress casual and athletic footwear needs. Our core consumers are style-conscious men and women attracted to our relevant brand image, fashion-forward designs and affordable product, as well as athletes and fitness enthusiasts attracted to our performance footwear. Many of our best-selling and core styles are also developed for children with colors and materials that reflect a playful image appropriate for this demographic.    We believe that brand recognition is an important element for success in the footwear business. We have aggressively marketed our brands through comprehensive marketing campaigns for men, women and children. During 2016, our Skechers brand was supported by print, television, digital and outdoor campaigns for men and women; animated and live action kids' television campaigns featuring our own action heroes and characters; marathons and other events for Skechers Performance and BOBS from Skechers divisions; and print, television, online and outdoor campaigns featuring our brand ambassadors and endorsees. These endorsees included globally-known recording artists Demi Lovato, Ringo Starr and Meghan Trainor; sports legends Sugar Ray Leonard, Pete Rose, Joe Montana, and Ozzie Smith; and television personalities and actresses Brooke Burke-Charvet and Kelly Brook. For the Skechers Performance Division, we also had Olympians Meb, Kara Goucher, and Matt Kuchar; and professional golfers Belen Mozo, Billy Andrade and Colin Montgomerie.    Since 1992, when we introduced our first line, Skechers USA Sport Utility Footwear, we have expanded our product offering and grown our net sales while substantially increasing the breadth and penetration of our account base. Our men's, women's and children's product lines benefit from the Skechers reputation for styling, quality, comfort, innovation and affordability. Our Performance lines benefit from our marketing, product development, manufacturing support, and management expertise. To promote innovation and brand relevance, we manage our product lines separately by utilizing dedicated sales and design teams. Our product lines share back office services in order to limit our operating expenses and fully utilize our management's vast experience in the footwear industry. We design and market Skechers-branded lifestyle footwear for men, women and children, and performance footwear for men and women under the Skechers GO brand name. Our footwear reflects a combination of style, comfort, quality and value that appeals to a broad range of consumers. Our brands are sold through department and specialty stores, athletic and independent retailers, boutiques and internet retailers. In addition to wholesale distribution, our footwear is available at our e-commerce websites and our own retail stores. As of February 1, 2017, we owned and operated 117 concept stores, 163 factory outlet stores and 134 warehouse outlet stores in the United States, and 101 concept stores, 51 factory outlet stores, and 5 warehouse outlet stores internationally. Our objective is to profitably grow our operations worldwide while leveraging our recognizable Skechers brand through our strong product lines, innovative advertising and diversified distribution channels.    We seek to offer consumers a vast array of stylish and comfortable footwear that satisfies their active, casual, dress casual and athletic footwear needs. Our core consumers are style-conscious men and women attracted to our relevant brand image, fashion-forward designs and affordable product, as well as athletes and fitness enthusiasts attracted to our performance footwear. Many of our best-selling and core styles are also developed for children with colors and materials that reflect a playful image appropriate for this demographic.    We believe that brand recognition is an important element for success in the footwear business. We have aggressively marketed our brands through comprehensive marketing campaigns for men, women and children. During 2016, our Skechers brand was supported by print, television, digital and outdoor campaigns for men and women; animated and live action kids' television campaigns featuring our own action heroes and characters; marathons and other events for Skechers Performance and BOBS from Skechers divisions; and print, television, online and outdoor campaigns featuring our brand ambassadors and endorsees. These endorsees included globally-known recording artists Demi Lovato, Ringo Starr and Meghan Trainor; sports legends Sugar Ray Leonard, Pete Rose, Joe Montana, and Ozzie Smith; and television personalities and actresses Brooke Burke-Charvet and Kelly Brook. For the Skechers Performance Division, we also had Olympians Meb, Kara Goucher, and Matt Kuchar; and professional golfers Belen Mozo, Billy Andrade and Colin Montgomerie.    Since 1992, when we introduced our first line, Skechers USA Sport Utility Footwear, we have expanded our product offering and grown our net sales while substantially increasing the breadth and penetration of our account base. Our men's, women's and children's product lines benefit from the Skechers reputation for styling, quality, comfort, innovation and affordability. Our Performance lines benefit from our marketing, product development, manufacturing support, and management expertise. To promote innovation and brand relevance, we manage our product lines separately by utilizing dedicated sales and design teams. Our product lines share back office services in order to limit our operating expenses and fully utilize our management's vast experience in the footwear industry.","BD","skechers-u-s-a","SKECHERS USA, Inc. designs, develops and markets more than 3,000 styles for men, women and children. SKECHERS' success stems from its employees, high-quality, varied product offering, diversified domestic and international distribution channels, and targeted multi-channel marketing.","skechers.jpg","http://www.columbia.edu/~rtd2118/logos/skechers.jpg"
"snap-on-inc",0,"http://www.snapon.com/failover.htm","Snap-on produces hand, air, and electric tools designed for professional use in all facets of the transportation industry. Automotive, heavy-duty, equipment, marine, aviation, and railroad industries all are customers of Snap-on. Snap-on also distributes hand tools and power tools under the brand name Blue-Point, as an entry-level or price-conscious offering. Snap-on also manufactures tool storage cabinets in its Algona, Iowa plant. Snap-on produces hand-held electronic diagnostic tools for the on-board computer systems used in most modern cars and heavy-duty vehicles, as well as automotive emissions control diagnostics equipment (DGA/PGA-500/CSM-5000) in its San Jose, CA diagnostic facility. Snap-on diagnostic products are being sold in Europe and Brazil under the name Sun. Snap-on produces hand, air, and electric tools designed for professional use in all facets of the transportation industry. Automotive, heavy-duty, equipment, marine, aviation, and railroad industries all are customers of Snap-on. Snap-on also distributes hand tools and power tools under the brand name Blue-Point, as an entry-level or price-conscious offering. Snap-on also manufactures tool storage cabinets in its Algona, Iowa plant. Snap-on produces hand-held electronic diagnostic tools for the on-board computer systems used in most modern cars and heavy-duty vehicles, as well as automotive emissions control diagnostics equipment (DGA/PGA-500/CSM-5000) in its San Jose, CA diagnostic facility. Snap-on diagnostic products are being sold in Europe and Brazil under the name Sun.","BD","snap-on","Snap-on Incorporated is a leading global innovator, manufacturer and marketer of tools, diagnostics, equipment, software and service solutions for professional users. Products and services include hand and power tools, tool storage, diagnostics software, information and management systems, shop equipment and other solutions for vehicle dealerships and repair centers, as well as customers in industry, government, agriculture, aviation and natural resources. Products and services are sold through the company's franchisee, company-direct, distributor and Internet channels. Found in 1920, Snap-on is a $2.8 billion, S&P 500 company headquartered in Kenosha, Wisconsin.","snap-on-inc.jpg","http://www.columbia.edu/~rtd2118/logos/snap-on-inc.jpg"
"sonic-automotive",0,"http://www.sonicautomotive.com/","Buying a car is one of the most exciting things you can do. Which is why Sonic goes above and beyond to make your car buying experience as enjoyable as possible. What started in 1997 as a small company with 20 stores representing 15 brands has grown into a Fortune 500 company with over 100 stores representing 25 brands. We're now the fourth largest automotive retailer and largest luxury retailer in the country and more important, the No.1 retailer at striving to make our guests happy. Buying a car is one of the most exciting things you can do. Which is why Sonic goes above and beyond to make your car buying experience as enjoyable as possible. What started in 1997 as a small company with 20 stores representing 15 brands has grown into a Fortune 500 company with over 100 stores representing 25 brands. We're now the fourth largest automotive retailer and largest luxury retailer in the country and more important, the No.1 retailer at striving to make our guests happy.","F500","sonic-automotive","Sonic Automotive, as a Fortune 500 company and member of the Russell 2000 Index, is among the largest automotive retailers in the United States. These dealerships provide comprehensive services, including sales of both new and used cars and light trucks, sales of replacement parts, performance of vehicle maintenance, warranty, paint and collision repair services, and arrangement of extended warranty contracts, financing and insurance for the company's customers.","sonic-automotive.png","http://www.columbia.edu/~rtd2118/logos/sonic-automotive.png"
"sony",0,"http://www.sony.com","At Sony, our mission is to be a company that inspires and fulfills your curiosity.    Our unlimited passion for technology, content and services, and relentless pursuit of innovation, drives us to deliver ground-breaking new excitement and entertainment in ways that only Sony can. Creating unique new cultures and experiences.    Everything we do, is to move you emotionally. At Sony, our mission is to be a company that inspires and fulfills your curiosity.    Our unlimited passion for technology, content and services, and relentless pursuit of innovation, drives us to deliver ground-breaking new excitement and entertainment in ways that only Sony can. Creating unique new cultures and experiences.    Everything we do, is to move you emotionally.","IB","sony","Sony Australia is the Australian arm of Sony, a multinational conglomerate corporation that designs and develops electronic equipment, instruments, and devices.  The company offers LCD televisions, audio systems, Blu-ray disc players, memory-based audio devices, personal computers, interchangeable single-lens cameras, PlayStations, batteries, audio/video/data recording media, storage media, optical pickups, chemical products, optical disk drives, and more.","sony.png","http://www.columbia.edu/~rtd2118/logos/sony.png"
"southern-company",0,"https://www.southerncompany.com/","We support customers and businesses nationwide with electric utilities in four states and natural gas distribution utilities in seven, and provide wholesale energy, customized energy solutions and fiber optics and wireless communications across the country. We support customers and businesses nationwide with electric utilities in four states and natural gas distribution utilities in seven, and provide wholesale energy, customized energy solutions and fiber optics and wireless communications across the country.","BD","southern-company","With 4.4 million customers and more than 42,000 megawatts of generating capacity, Atlanta-based Southern Company is the premier energy company serving the Southeast.  A leading U.S. producer of electricity, Southern Company owns electric utilities in four states and a growing competitive generation company, as well as fiber optics and wireless communications. Southern Company brands are known for excellent customer service, high reliability and retail electric prices that are significantly below the national average.  Southern Company has been listed the top ranking U.S. electric service provider in customer satisfaction for nine consecutive years by the American Customer Satisfaction Index.","southern-company.jpg","http://www.columbia.edu/~rtd2118/logos/southern-company.jpg"
"southwest",0,"https://www.southwest.com/","Our Customers mean everything to us. We like to think of ourselves as a Customer Service company that happens to fly airplanes. From booking your trip to the moment you deplane, it's our mission to make your travel experience a great one.  We don't take our commitments lightly. We are dedicated to doing the right thing, we take great strides to ensure your safety, and fostering trusting relationships between our Employees, our Customer, our Suppliers, and our Planet.  The mission of Southwest Airlines is dedication to the highest quality of customer service delivered with a sense of warmth, friendliness, individual pride, and company spirit.  Our Purpose To connect People to what's important in their lives through friendly, reliable, and low-cost air travel. Our Customers mean everything to us. We like to think of ourselves as a Customer Service company that happens to fly airplanes. From booking your trip to the moment you deplane, it's our mission to make your travel experience a great one.  We don't take our commitments lightly. We are dedicated to doing the right thing, we take great strides to ensure your safety, and fostering trusting relationships between our Employees, our Customer, our Suppliers, and our Planet.  The mission of Southwest Airlines is dedication to the highest quality of customer service delivered with a sense of warmth, friendliness, individual pride, and company spirit.  Our Purpose To connect People to what's important in their lives through friendly, reliable, and low-cost air travel.","BD","southwest-airlines","In its 43rd year of service, Dallas-based Southwest Airlines (NYSE: LUV) continues to differentiate itself from other carriers with exemplary Customer Service delivered by nearly 45,000 Employees to more than 100 million Customers annually. Southwest is the nation's largest carrier in terms of originating domestic passengers boarded and operates the largest fleet of Boeing aircraft in the world to serve 96 destinations in 41 states, the District of Columbia, the Commonwealth of Puerto Rico, and five near-international countries via wholly owned subsidiary, AirTran Airways. Southwest is one of the most honored airlines in the world, known for its triple bottom line approach that takes into account the carrier's performance and productivity, the importance of its People and the communities it serves, and its commitment to efficiency and the planet. The 2012 Southwest Airlines One Report_ can be found at Southwest.com/citizenship.","southwest.jpg","http://www.columbia.edu/~rtd2118/logos/southwest.jpg"
