,name,area,frac,r,g,b,color_label
0,21st-century-fox,5939,0.1213031045751634,40.47247011281493,16.636134029318693,109.00151540663248,32
1,21st-century-fox,36168,0.7387254901960785,253.96646206588474,253.950757575784,254.07501105950482,1
2,21st-century-fox,6853,0.13997140522875814,154.16503720998233,154.46782431051986,160.45498321902656,14
3,3m,35045,0.5232158853389072,237.61717791411667,29.291682122983108,37.266314738145645,2
4,3m,31935,0.4767841146610929,254.8563018631658,253.22110537028172,253.28426491305663,1
5,abbott-labs,4531,0.10232610659439928,1.3114102847235074,150.06907967335792,215.0183182520408,15
6,abbott-labs,34734,0.7844173441734418,254.30249899231504,254.52642943512868,254.63088040538798,1
7,abbott-labs,4173,0.09424119241192412,2.889048646075338,2.8890486460515774,2.8890486460765032,5
8,abbott-labs,842,0.01901535682023487,139.39904988123422,164.02256532066457,176.0380047505934,14
9,abbvie-inc,46609,0.20299379812550086,21.235212083627058,59.51841918951109,116.49164324490916,27
10,abbvie-inc,182999,0.7970062018744991,254.42696408189633,254.52468592732959,254.66264842981533,1
11,abc,28108,0.5552197530864198,252.65148712112952,252.65148712112952,252.65148712112952,1
12,abc,22517,0.44478024691358026,2.587911355889588,2.587911355889588,2.587911355889588,5
13,abm,5393,0.1541473732350083,27.540700908605462,76.07417022064935,161.20916002224962,26
14,abm,416,0.011890470473903849,234.7307692307693,133.5480769230761,35.1899038461527,10
15,abm,623,0.017807122849139656,152.60834670946952,170.13322632423686,204.8699839486356,28
16,abm,28554,0.8161550334419482,254.40211529034676,254.55288225817023,254.58618757441891,1
17,accenture,1033,0.015036390101892285,152.13262342691237,25.757986447245433,53.473378509196245,11
18,accenture,55647,0.81,254.64352076482774,254.62768882418428,254.63112117453846,1
19,accenture,10984,0.1598835516739447,1.1830844865244217,1.183084486531527,1.1830844865325505,5
20,accenture,1036,0.015080058224163029,152.60521235521355,147.35907335907294,148.3194980694989,35
21,ace,17985,0.2573881932021467,229.22741173199898,50.23797609117716,56.25827078121378,31
22,ace,47301,0.6769373881932021,254.27684404132657,253.43939874424012,253.46037081674447,1
23,ace,4589,0.06567441860465116,3.2909130529288864,3.9256918718850216,3.9256918718535294,5
24,actavis,37927,0.1930323697068404,69.02246420748472,173.41432225069042,45.34131357613089,9
25,actavis,11122,0.05660627035830619,31.04073008453199,88.37403344725395,108.79787807948013,27
26,actavis,147431,0.7503613599348534,254.07525554309362,254.5629209596088,254.01954134486385,1
27,activision-blizzard,20981,0.2520573288963106,94.3002240122153,156.09165435394362,203.0716839044843,33
28,activision-blizzard,52192,0.6270137795985055,252.58451486821832,253.27481223174183,253.80086986509414,1
29,activision-blizzard,5007,0.06015209216833455,53.28999400838378,53.28999400839325,53.28999400839783,0
30,activision-blizzard,5059,0.06077679933684931,116.36588258549669,116.36588258549556,116.36588258548589,3
31,adidas,50338,0.723496608025756,254.69674997027963,254.69674997027963,254.69674997027963,1
32,adidas,18202,0.2616131999540071,0.7092627184601668,0.7092627184601668,0.7092627184601668,5
33,adidas,1036,0.014890192020236863,134.08204633204556,134.08204633204556,134.08204633204556,35
34,adobe,10208,0.17489035087719298,235.4067398119121,30.29907915357225,37.95199843262435,2
35,adobe,44347,0.7597827576754386,254.45137213338532,254.117550228858,254.12293954499302,1
36,adobe,3813,0.06532689144736842,4.079989509555702,4.0799895095841805,4.079989509569003,5
37,adp,23902,0.33549962803363137,238.0608317295576,38.83344489999948,33.89628482973464,2
38,adp,47341,0.6645003719663686,254.8696056272528,253.6392133668401,253.60968293869226,1
39,advance-auto-parts,3392,0.16855495925263367,138.91450471698008,33.27653301887142,51.716981132069655,11
40,advance-auto-parts,15602,0.7752931822699265,254.15722343289025,253.25772336880843,253.4164850660112,1
41,advance-auto-parts,1130,0.05615185847743987,192.8097345132749,129.251327433628,140.3389380530964,29
42,aecom-technology,19326,0.7138741134751773,254.0487426265346,254.052209458738,254.050605402062,1
43,aecom-technology,7067,0.26104462174940896,2.240979199113013,2.240271685276184,2.2405546908292986,5
44,aecom-technology,679,0.025081264775413708,123.5935198821791,123.52871870397655,123.55522827687756,3
45,aes,3384,0.049214659685863874,18.690898345159184,116.94739952718271,171.00945626478045,4
46,aes,2009,0.029217568353694007,129.37083125933566,201.09357889497315,47.209059233449814,17
47,aes,972,0.014136125654450262,68.90329218107014,108.37962962962784,16.61831275720681,0
48,aes,4499,0.0654304828388598,2.1951544787894757,48.92420537896857,81.95910202267783,16
49,aes,57896,0.8420011634671322,254.15698839300998,254.39926765233741,254.48533577448688,1
50,aetna,3495,0.2014757594973194,98.65207439198305,153.91816881258885,55.710729613739396,9
51,aetna,13852,0.7985242405026806,253.7284868610977,254.14857060352242,253.39395033208783,1
52,aflac,41409,0.2495720829315333,5.519210799590836,163.56664010241659,223.77729479099168,15
53,aflac,2613,0.015748553519768563,247.0088021431337,152.29697665518768,51.768465365484104,6
54,aflac,121898,0.7346793635486981,253.50400334706688,254.05173997935117,254.4506226517064,1
55,agco-corporation,5446,0.08778207607994842,31.946749908180976,27.990268086645216,28.94307748807788,21
56,agco-corporation,3384,0.054545454545454536,195.70005910165372,16.207151300228137,42.856678486992884,30
57,agco-corporation,49992,0.8058027079303675,254.59115458475827,254.51978316527126,254.52896463430955,1
58,agco-corporation,1871,0.03015796260477112,2.912880812408929,0.7728487439905507,1.1758417958258178,5
59,agco-corporation,1347,0.021711798839458413,164.20267260578962,148.87602078693396,150.62583518930862,29
60,aig,4280,0.1897163120567376,15.244158878517537,167.62780373831754,229.1313084112166,15
61,aig,18280,0.8102836879432624,251.58774617069076,253.73156455142217,254.61641137855744,1
62,air-products--chemicals,19000,0.2516422970968425,4.592578947348443,154.40942105264318,73.55415789471226,13
63,air-products--chemicals,56504,0.7483577029031574,253.7326030015374,254.33328613904624,253.9238814950914,1
64,airbnb,11758,0.16122309063485535,255.0,91.12212961390415,96.1075863242223,31
65,airbnb,61172,0.8387769093651447,255.0,254.26168835417354,254.28274373898319,1
66,airgas,19998,0.27995072374499536,0.5432543255198254,130.63621362139003,146.72217221719652,26
67,airgas,1544,0.021614357308844527,126.91126943005136,161.11722797927575,166.50388601036155,14
68,airgas,1550,0.021698350925329683,23.624516129028247,20.068387096767648,20.730967741942067,12
69,airgas,48342,0.6767365680208304,254.0234371768803,254.32816184687255,254.3753464895653,1
