name,charming,cheerful,confident,contemporary,cool,corporate,daring,down-to-earth,exciting,familiar_with,family-oriented,favorability_rating,feminine,friendly,glamorous,good looking,hard working,honest,imaginative,independent,intelligent,leader,logo_consist,masculine,original,outdoorsy,purch_lik,purchased,real,reliable,rugged,secure,sentimental,sincere,small-town,smooth,spirited,successful,technical,tough,trendy,unique,up-to-date,upper class,western,wholesome,young
gamestop,3,3,4,3,3,3,3,2,3,2,3,3,1,3,3,3,3,2,3,4,3,4,4,3,3,0,4,1,3,3,2,3,2,3,1,3,3,4,4,3,4,3,4,2,4,2,3
gamestop,1,2,2,2,3,2,2,2,3,1,4,3,0,4,0,1,2,2,2,2,2,2,3,1,3,0,3,0,2,3,0,3,0,2,2,1,1,3,3,1,3,2,3,1,0,2,2
gamestop,0,3,3,3,2,4,1,0,3,2,3,2,2,3,0,1,2,0,2,3,0,4,4,2,1,0,4,1,3,1,0,2,1,2,0,0,4,3,4,0,1,0,4,0,0,1,3
gamestop,0,0,1,0,0,3,0,0,0,2,4,1,2,0,0,0,0,2,0,2,2,0,4,0,1,0,2,1,4,0,0,2,0,0,3,0,0,2,4,0,0,3,0,0,0,2,2
gap,2,3,4,3,3,4,3,2,2,2,3,3,3,3,1,3,3,3,2,3,3,3,3,1,2,2,4,1,3,3,0,4,1,4,1,2,3,4,1,0,3,1,3,0,3,2,3
gap,0,0,0,3,0,4,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,1
gap,1,2,3,2,2,2,2,3,2,2,3,2,2,2,0,3,2,2,2,0,3,2,3,2,1,2,3,1,3,3,3,3,2,2,0,1,2,3,0,2,3,2,3,0,0,2,2
gap,2,3,3,1,4,0,1,2,2,1,1,1,1,2,2,3,1,1,2,1,2,2,1,1,2,0,2,0,2,3,0,2,2,2,0,2,2,3,0,0,4,2,3,1,1,2,3
gap,3,2,4,4,2,2,3,3,3,2,3,3,2,3,2,4,4,3,3,3,2,4,3,2,3,2,3,1,3,3,2,2,2,3,1,2,2,4,2,2,4,2,3,1,4,3,3
gap,0,2,3,3,3,3,1,2,1,2,2,4,2,3,0,3,1,3,3,2,0,2,3,0,2,1,4,1,2,4,1,2,0,3,0,0,2,4,0,0,4,2,4,0,0,1,3
gap,0,0,0,0,1,1,0,0,0,2,0,2,0,0,0,2,0,2,0,0,1,0,2,3,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0
gap,2,3,3,3,3,2,2,4,3,2,3,4,4,4,2,3,2,4,3,3,3,4,3,1,2,3,4,1,2,4,0,3,2,4,3,2,3,4,0,2,3,3,3,2,1,3,3
gap,0,2,3,4,2,1,1,3,1,1,3,3,2,1,1,2,2,3,0,3,2,3,4,2,3,2,3,1,4,4,1,3,0,3,0,2,0,3,0,2,3,2,3,0,0,2,0
gap,3,3,3,3,3,3,3,3,3,2,4,3,2,4,3,4,4,4,4,3,3,4,2,3,3,3,3,1,4,4,3,3,2,4,2,2,4,3,1,4,3,3,4,2,3,4,4
gap,0,1,1,1,2,3,4,1,2,2,1,3,3,0,2,2,0,0,1,0,2,3,3,3,2,2,2,1,0,1,4,0,3,0,4,1,3,0,4,3,1,3,1,4,4,0,1
gap,3,3,3,3,3,2,3,2,3,2,3,4,2,3,2,3,3,3,3,3,3,3,3,2,3,2,4,1,3,3,2,3,2,3,0,3,3,3,0,2,3,3,3,2,1,3,2
gap,1,3,2,3,1,4,1,2,2,2,4,2,1,4,1,2,1,4,4,3,4,1,3,0,2,0,3,1,4,3,0,3,3,2,1,2,3,3,0,0,2,3,3,0,0,4,3
gap,3,3,3,2,3,3,2,1,1,2,3,3,2,3,1,3,2,2,1,3,2,2,3,2,2,3,4,1,1,3,1,2,1,2,3,2,2,3,1,1,2,2,2,1,0,3,1
gap,0,0,0,0,0,4,0,0,0,2,0,0,4,0,0,0,0,2,0,0,2,0,4,0,0,0,0,1,4,0,0,3,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0
gap,2,2,1,1,1,1,1,2,2,2,2,2,1,3,2,2,3,3,1,2,3,2,2,1,1,2,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2,0,1,1,1,2,2
gap,1,1,3,2,3,4,1,3,1,2,2,2,2,2,2,4,2,2,1,2,1,3,3,1,2,0,3,1,4,3,0,2,0,2,1,3,1,3,1,0,4,2,3,3,3,2,1
gap,2,3,2,2,2,3,2,2,3,2,3,3,1,3,1,3,3,3,3,2,2,2,3,3,2,1,4,1,3,3,0,3,2,3,0,2,3,3,0,2,3,2,2,2,0,2,3
gap,3,3,3,3,4,2,2,1,2,2,3,4,2,3,3,3,2,2,3,3,2,2,1,2,3,1,3,1,2,2,2,2,2,2,0,3,2,4,1,1,4,3,2,2,3,2,4
gap,1,3,2,0,0,2,0,3,0,2,4,2,0,2,0,1,2,3,0,0,0,1,2,0,1,1,3,1,3,3,0,2,1,3,0,2,3,3,0,0,0,0,0,0,2,4,0
ge,3,1,4,2,0,4,3,3,1,1,2,2,0,2,1,1,4,3,2,4,4,4,0,3,2,1,3,0,4,3,3,3,0,4,2,4,1,4,4,3,1,3,3,2,2,2,1
ge,1,1,4,3,4,3,4,2,4,1,3,3,1,3,0,3,4,4,4,4,4,4,2,1,4,1,3,0,4,4,1,4,1,4,1,1,4,4,4,2,2,4,4,3,2,2,1
ge,1,2,4,3,4,0,4,1,2,2,1,4,0,3,1,3,3,2,2,3,4,4,3,1,4,0,4,1,3,4,1,1,1,4,0,4,3,4,3,0,4,4,0,0,2,2,1
ge,3,1,3,2,4,3,4,3,3,0,1,4,2,2,4,4,4,4,4,4,2,4,4,2,4,0,4,0,3,3,2,4,0,4,0,4,4,4,3,2,3,4,4,3,2,4,4
ge,1,3,4,3,3,3,3,3,1,2,4,3,4,3,0,3,3,4,3,3,3,3,3,1,3,1,4,1,3,4,1,3,3,4,0,3,3,4,4,1,1,3,4,1,0,1,1
ge,1,3,4,2,3,4,2,3,3,2,3,3,1,4,1,2,4,4,3,4,4,4,3,2,4,2,4,1,3,4,4,4,1,4,0,1,2,4,3,4,2,3,4,3,3,3,0
ge,0,0,3,1,0,4,0,0,1,2,0,4,0,2,0,0,2,3,2,1,2,4,3,2,2,0,3,1,2,4,1,2,3,3,0,0,1,3,2,2,1,1,2,1,0,3,0
ge,3,4,4,3,3,3,1,3,1,2,4,4,1,4,1,3,3,4,3,3,3,4,4,1,3,1,4,1,4,4,1,3,3,4,1,3,3,4,3,3,1,1,4,3,0,3,3
ge,0,0,3,1,0,4,0,0,0,2,0,2,0,1,0,0,2,0,3,0,3,4,3,1,1,0,3,1,1,3,1,0,0,1,0,0,0,3,3,0,0,1,3,0,0,0,0
ge,0,0,3,2,0,4,2,2,1,2,1,3,2,1,0,0,3,3,1,2,2,2,1,2,2,1,3,1,4,4,0,4,0,2,1,0,1,3,4,2,0,2,2,1,2,2,0
ge,2,4,4,4,0,2,4,4,0,2,2,4,0,4,0,2,4,4,4,4,4,4,4,0,4,2,4,1,4,4,0,4,1,4,4,4,4,4,4,0,2,0,4,0,4,0,2
ge,1,2,1,1,1,1,1,2,0,2,2,3,1,2,1,2,2,1,1,2,2,2,3,1,2,1,3,1,2,1,1,2,1,2,1,0,2,2,1,1,2,1,2,1,2,2,0
ge,2,2,4,3,3,4,3,2,0,2,0,4,0,2,0,3,4,3,3,3,4,4,3,4,3,0,4,1,3,4,2,4,0,4,0,3,3,4,4,3,1,3,3,1,4,2,0
ge,3,2,4,3,3,4,3,3,3,2,4,4,1,3,3,3,3,3,4,4,4,4,4,1,3,0,4,1,3,3,2,4,1,3,0,3,3,4,4,3,3,3,3,2,0,4,1
ge,2,2,3,3,3,3,3,2,3,2,3,3,1,2,3,2,4,2,4,2,3,3,3,3,3,2,3,1,2,3,2,3,2,2,2,1,2,3,4,3,2,3,4,2,2,1,2
ge,2,3,4,0,2,4,3,2,3,2,3,3,0,3,1,0,4,3,4,4,4,4,3,3,3,2,3,1,3,4,2,3,1,3,0,3,3,4,4,4,3,3,4,0,0,2,1
ge,3,2,3,3,2,3,2,2,3,2,3,2,1,2,2,2,3,3,3,2,3,3,3,3,3,1,3,1,3,3,3,3,2,3,1,2,2,3,3,3,2,2,3,0,1,3,2
ge,1,1,4,3,3,3,4,4,4,2,3,4,0,4,1,1,4,4,4,3,4,4,3,2,4,0,4,1,4,4,4,3,0,4,1,2,4,4,4,4,1,3,4,2,0,3,0
ge,3,4,4,3,4,4,4,4,2,2,4,4,4,4,2,4,4,4,4,4,4,4,4,3,4,2,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,2
ge,0,0,3,0,0,4,0,0,0,2,0,1,0,0,0,0,3,0,0,0,4,4,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,3,0,0
general-motors,2,2,3,2,2,2,3,2,2,1,2,2,1,2,0,2,4,3,2,3,2,3,1,4,2,2,1,0,1,3,3,2,4,4,0,2,3,4,3,4,1,2,3,1,4,2,0
general-motors,1,2,4,1,3,1,1,4,2,2,3,4,1,3,1,3,4,4,1,3,3,3,3,4,3,4,4,0,3,4,3,3,3,4,4,2,2,4,1,4,1,1,2,1,3,3,1
general-motors,0,4,3,4,0,2,2,4,1,2,4,3,0,4,0,2,4,3,2,4,4,2,3,2,0,0,1,0,4,4,4,4,4,4,2,2,4,3,2,2,0,1,4,0,4,2,1
general-motors,3,2,3,4,1,3,2,3,3,1,3,3,2,3,2,4,3,3,3,3,3,3,3,3,2,2,0,0,3,4,3,3,2,4,1,3,3,4,3,4,2,1,3,3,1,4,0
general-motors,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
general-motors,1,3,1,1,1,1,1,2,1,2,3,2,1,2,1,1,3,2,1,1,2,2,3,1,1,3,1,0,3,2,2,2,1,1,2,1,1,1,2,3,1,1,1,1,1,2,1
general-motors,3,4,3,1,4,4,4,4,3,2,4,3,0,4,3,2,4,3,4,3,4,3,2,0,4,1,2,1,1,4,0,3,2,4,0,2,3,4,2,0,4,4,4,4,4,3,1
general-motors,1,1,4,1,2,3,2,1,2,2,2,3,1,2,1,1,4,3,2,4,3,4,2,3,2,4,4,1,3,4,3,3,2,3,0,1,3,4,3,3,2,2,3,1,3,2,0
general-motors,1,2,4,2,2,4,2,2,2,2,3,2,0,3,4,3,3,2,3,3,2,2,3,0,3,4,3,1,4,3,1,3,2,2,0,1,1,4,1,1,1,2,4,2,0,1,0
general-motors,3,1,4,0,3,0,4,3,3,2,2,4,0,2,0,4,4,0,0,4,1,4,4,4,4,4,1,0,4,4,4,4,0,1,4,3,4,4,0,4,0,0,3,0,4,3,0
general-motors,3,3,4,0,3,3,3,0,3,2,3,3,0,3,1,0,4,3,4,4,4,4,3,2,4,1,3,1,4,4,2,3,1,4,0,3,4,4,4,3,3,4,4,2,0,3,0
general-motors,2,3,2,3,2,3,2,2,3,2,3,3,1,3,3,2,4,3,3,3,3,4,3,4,2,3,4,1,1,3,3,2,2,3,2,2,3,3,1,3,2,2,2,1,1,3,2
general-motors,0,0,4,4,2,4,0,0,3,2,2,2,1,0,0,3,3,2,3,1,3,2,4,2,2,4,3,1,4,3,2,4,1,2,0,2,4,3,4,2,0,1,4,2,2,2,0
general-motors,1,0,4,2,1,2,2,3,1,2,0,2,0,1,0,2,4,2,2,2,1,4,4,3,2,2,2,0,4,3,3,3,0,2,2,1,1,4,1,4,0,3,3,0,3,1,0
general-motors,1,2,2,2,2,3,1,2,2,2,1,3,0,2,0,1,2,2,1,2,2,3,3,2,2,1,3,1,3,3,2,3,1,2,2,1,2,2,1,1,2,2,2,2,0,3,0
general-motors,0,0,3,4,1,4,2,4,0,2,0,3,0,1,0,1,4,4,1,4,4,4,4,0,4,1,3,1,4,4,1,4,0,4,0,4,1,4,0,2,0,2,4,1,2,2,0
general-motors,0,0,1,1,1,3,0,1,1,2,1,2,0,0,0,0,2,2,0,1,1,2,0,0,1,1,2,1,1,2,1,1,0,1,0,0,1,2,2,1,1,0,2,1,2,0,1
general-motors,0,2,2,0,1,4,0,3,0,2,3,2,2,3,0,2,2,2,0,0,2,3,2,2,4,0,3,1,3,1,1,1,1,2,0,1,0,3,0,1,0,0,1,0,0,2,0
general-motors,0,1,2,1,1,4,1,1,1,2,2,2,1,2,0,2,3,2,1,2,2,4,2,3,0,3,2,0,4,3,3,2,3,2,2,2,1,3,1,2,1,0,2,1,3,2,1
general-motors,0,0,0,0,0,2,0,1,0,0,0,3,0,0,0,2,0,2,0,0,0,1,3,0,0,0,2,0,0,1,2,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
gilead-sciences,1,2,1,1,2,2,2,2,1,0,2,1,1,2,1,2,1,1,1,2,1,1,2,1,1,1,1,0,1,2,2,2,1,2,1,1,2,2,1,2,2,1,2,1,2,1,2
gilead-sciences,2,3,3,1,0,1,2,2,2,0,2,2,3,2,1,0,1,2,3,2,3,3,2,0,2,0,2,0,3,2,2,2,2,3,0,2,2,3,1,1,2,3,3,0,3,3,0
gilead-sciences,0,0,4,4,1,4,2,0,0,1,2,2,0,0,0,4,4,3,4,2,4,3,4,0,3,0,2,0,4,3,0,4,0,4,0,0,2,4,4,0,0,4,4,2,2,2,0
gilead-sciences,1,1,3,3,1,3,3,2,3,0,1,3,1,2,0,2,4,3,1,3,4,3,3,3,2,0,2,0,3,3,0,3,2,3,0,2,2,3,4,2,1,1,3,2,2,2,1
gilead-sciences,0,0,1,0,0,4,1,0,4,0,0,3,0,0,0,0,3,1,0,0,4,4,0,0,0,0,1,0,2,0,0,0,0,4,0,0,0,3,3,0,0,1,3,3,0,0,0
gilead-sciences,0,0,0,0,0,4,0,0,0,1,0,2,0,0,0,0,0,0,0,0,4,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0
gilead-sciences,2,3,4,0,2,2,4,0,2,0,3,3,0,3,0,0,4,3,4,2,4,3,3,2,1,0,3,0,2,4,0,3,2,4,0,2,4,4,4,2,2,3,4,0,0,3,3
gilead-sciences,0,0,4,3,1,1,3,0,2,2,0,3,1,0,0,1,4,2,4,3,4,4,3,1,4,0,3,1,2,3,0,1,0,2,0,1,3,3,4,0,0,3,3,0,2,0,2
gilead-sciences,0,0,1,2,0,2,0,1,0,0,1,1,0,0,0,0,4,1,0,1,3,1,1,0,0,0,0,0,1,3,0,4,0,1,1,0,0,3,4,0,0,0,3,1,0,1,0
gilead-sciences,0,2,4,3,3,3,4,2,3,0,4,4,0,3,0,0,3,3,4,3,4,3,4,0,4,0,2,0,3,3,0,3,0,3,0,2,3,3,4,3,4,4,4,0,0,2,0
gilead-sciences,3,3,2,2,3,3,1,1,2,1,2,2,1,1,1,1,3,2,2,3,3,3,3,1,2,0,3,0,2,3,0,3,1,4,0,1,2,2,2,1,2,3,3,3,0,3,1
gilead-sciences,1,0,4,4,2,1,3,1,4,0,3,3,1,3,0,1,4,4,3,4,4,4,3,1,4,0,2,0,4,4,0,4,0,4,0,1,3,4,4,0,0,2,4,1,0,2,1
gilead-sciences,0,1,3,3,0,4,3,1,3,0,0,4,0,2,0,0,4,2,4,4,4,3,2,1,4,0,0,0,4,3,0,3,3,3,0,2,3,3,3,0,0,3,4,1,0,2,0
gilead-sciences,0,0,3,2,0,3,1,0,2,0,0,1,0,0,1,0,1,1,0,3,3,2,1,1,0,0,0,0,1,2,0,2,0,0,0,0,0,3,2,0,1,1,3,3,0,0,0
gilead-sciences,0,0,3,0,0,3,2,0,0,0,0,3,0,2,3,0,3,4,4,4,3,2,3,1,3,0,0,0,3,3,3,3,0,1,0,0,0,2,4,1,1,1,0,2,0,1,0
gilead-sciences,3,2,2,2,2,3,1,2,3,2,3,3,1,3,2,3,3,3,3,3,2,3,3,2,2,1,1,1,2,3,1,3,3,3,2,1,3,3,1,1,1,3,2,2,1,2,2
gilead-sciences,2,2,3,3,2,4,3,3,2,1,3,3,1,3,2,2,4,2,3,3,3,3,2,2,2,1,2,0,3,3,2,2,2,3,1,2,2,4,3,2,2,2,3,2,3,3,2
gilead-sciences,1,0,3,2,1,1,2,0,1,0,0,2,0,0,0,0,2,3,2,2,4,2,2,3,2,0,2,0,2,3,1,2,0,1,0,0,1,2,3,1,0,1,3,1,0,2,0
gilead-sciences,1,1,2,2,2,2,3,2,2,0,2,3,2,2,1,2,3,2,3,2,3,3,3,2,2,1,2,0,2,2,2,2,2,3,1,1,2,2,2,2,2,2,3,2,1,2,2
gilead-sciences,1,4,4,4,2,0,0,4,2,0,2,3,0,4,0,4,4,3,0,4,4,2,3,0,4,0,1,0,4,4,0,4,2,4,0,0,1,2,2,0,2,4,4,0,4,2,1
goldman-sachs,0,0,4,2,0,4,1,0,2,1,0,1,0,0,3,0,2,2,2,3,4,2,1,4,2,0,1,0,4,3,0,3,0,2,0,1,2,4,0,3,0,3,2,4,0,0,0
goldman-sachs,2,1,4,1,2,4,2,1,1,1,1,1,1,1,2,2,2,1,2,3,3,3,3,3,2,0,0,0,1,2,1,1,1,2,0,1,1,4,2,1,1,2,3,4,1,2,2
goldman-sachs,2,2,4,3,1,4,1,2,1,0,1,3,1,3,1,3,4,3,1,1,3,3,3,1,1,0,2,0,4,3,0,4,1,4,1,2,3,2,3,2,2,1,3,4,1,3,0
goldman-sachs,1,0,3,0,0,4,1,0,1,2,1,0,0,0,2,2,2,0,0,2,2,4,3,2,0,0,2,1,2,2,1,4,0,0,0,2,1,3,1,1,0,1,1,3,0,1,0
goldman-sachs,0,0,4,3,0,4,0,0,0,1,0,0,0,0,1,1,2,1,1,2,2,4,3,4,1,0,1,0,3,3,0,1,0,1,0,2,1,4,2,1,0,1,3,3,2,0,0
goldman-sachs,1,0,4,2,0,4,2,0,1,2,0,0,0,0,4,0,1,0,1,3,3,4,2,4,2,0,0,0,2,3,0,2,0,0,0,3,0,4,4,4,0,1,3,4,4,1,1
goldman-sachs,0,0,4,0,0,4,0,0,0,1,0,1,0,0,3,0,4,1,0,4,2,4,4,3,0,0,1,0,1,4,0,4,0,1,0,0,0,4,0,0,0,0,3,4,0,0,0
goldman-sachs,3,2,2,2,1,4,2,2,2,2,2,0,1,2,2,1,2,2,1,3,2,2,3,1,2,1,1,0,2,3,1,2,2,2,1,2,2,3,2,1,1,1,3,4,0,2,2
goldman-sachs,0,0,3,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,4,0,0,0
goldman-sachs,2,3,3,0,1,3,1,2,1,0,0,2,0,2,0,0,3,2,2,3,3,1,2,3,1,0,2,0,2,3,0,2,2,3,2,2,2,2,2,1,0,0,3,0,0,1,0
goldman-sachs,2,2,3,1,2,4,3,2,2,1,2,3,1,2,3,3,3,2,2,3,2,3,2,2,2,1,2,0,3,3,2,3,2,2,1,2,2,3,4,2,2,1,3,3,4,2,1
goldman-sachs,0,1,4,1,4,4,0,1,1,2,2,4,0,3,0,4,4,4,0,3,4,4,3,3,3,0,3,0,4,4,2,4,2,3,0,1,0,4,3,1,0,4,4,4,2,1,0
goldman-sachs,4,0,4,4,3,4,4,0,4,2,0,3,0,0,4,4,4,0,4,4,3,4,2,4,2,0,3,0,1,2,0,1,0,0,0,4,4,4,0,0,4,2,4,4,0,0,4
goldman-sachs,3,2,2,2,2,4,2,0,2,1,0,2,1,1,2,1,2,2,1,2,3,2,3,2,2,2,1,0,1,1,1,1,1,1,2,2,1,1,2,2,1,2,2,2,1,2,2
goldman-sachs,0,1,3,1,2,4,1,0,1,1,1,1,1,0,3,2,2,1,0,2,2,3,3,1,1,0,2,0,3,1,1,3,1,2,0,2,0,4,2,2,0,1,3,4,3,0,0
goldman-sachs,0,0,0,0,0,4,0,0,0,2,0,2,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
goldman-sachs,0,0,3,2,0,3,2,0,0,1,0,0,0,0,0,0,2,0,1,0,2,3,1,1,0,0,0,0,1,2,0,2,0,1,0,2,2,3,0,0,1,0,3,2,0,0,0
goldman-sachs,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0
goldman-sachs,3,1,3,1,0,0,1,3,0,0,3,1,0,3,0,1,4,3,0,3,1,1,2,2,1,0,1,0,3,2,0,2,0,4,4,3,0,2,1,1,0,1,1,1,2,2,1
goldman-sachs,1,0,4,0,0,3,0,2,1,1,0,2,0,1,0,3,3,3,0,2,3,3,3,3,2,0,2,1,2,3,0,3,0,2,0,3,0,3,3,2,0,1,2,2,2,1,0
goodyear,0,0,0,0,0,4,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,3,2,2,0,0,2,0,0,2,2,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0
goodyear,0,2,4,0,0,3,0,0,0,1,4,4,0,4,0,0,0,3,0,1,0,3,4,0,1,3,4,1,4,4,2,3,0,3,0,0,0,4,0,4,2,0,4,2,0,0,0
goodyear,0,0,0,0,0,0,1,4,0,2,2,1,0,2,0,0,4,2,1,0,0,1,2,4,0,4,1,1,3,2,4,1,1,2,4,0,1,2,2,4,0,0,1,0,3,4,0
goodyear,1,1,1,1,2,2,2,3,3,1,2,2,1,2,3,2,3,3,3,2,2,3,2,2,2,1,2,0,2,3,3,2,1,1,1,2,3,3,1,1,2,1,2,2,2,2,1
goodyear,3,3,4,3,3,4,3,3,3,2,4,4,1,3,3,3,3,3,4,4,3,4,4,2,3,4,3,1,4,3,3,3,2,3,0,3,3,4,4,3,3,3,3,0,0,4,1
goodyear,3,3,4,3,3,1,3,2,3,2,2,4,0,3,3,3,4,3,3,3,3,4,3,3,3,2,3,1,4,3,3,3,0,3,0,3,4,3,3,3,2,3,3,1,2,2,2
goodyear,0,1,4,0,0,1,0,4,0,2,0,4,0,1,0,0,4,4,0,4,2,4,3,4,0,4,3,1,4,4,4,4,0,3,2,0,0,4,0,4,0,0,1,0,0,0,0
goodyear,0,0,4,1,1,4,1,2,4,2,2,2,0,0,0,1,2,4,2,2,4,2,4,4,2,4,3,1,4,2,2,4,3,2,0,0,2,4,4,2,0,1,0,2,2,2,0
goodyear,3,1,3,2,2,2,2,4,2,2,1,4,1,1,4,2,1,2,3,2,2,2,2,1,2,1,3,1,2,3,2,2,2,2,1,2,1,2,2,1,2,1,1,1,1,1,2
goodyear,2,1,3,3,2,4,2,1,3,2,3,2,1,2,3,3,3,2,4,3,3,4,3,2,4,1,2,1,3,4,4,4,2,1,1,1,3,4,3,4,3,2,4,2,2,1,1
goodyear,0,0,3,0,0,1,2,1,3,2,0,3,0,1,0,0,3,2,3,0,0,4,3,2,2,4,3,1,2,4,4,1,0,2,0,1,2,4,0,4,0,2,1,0,0,0,0
goodyear,2,2,3,1,2,1,3,2,3,2,1,4,0,2,1,1,3,3,1,1,3,3,3,3,3,3,4,1,3,3,3,3,2,3,0,2,3,3,2,3,1,1,3,1,0,2,0
goodyear,1,0,4,0,4,4,2,1,4,2,1,3,0,4,2,0,1,4,4,4,4,4,2,4,4,0,3,1,3,4,1,4,0,4,0,3,4,4,4,1,1,4,4,0,4,4,1
goodyear,2,2,3,2,3,1,1,3,2,1,2,2,2,2,1,2,3,2,2,2,2,1,3,2,3,2,2,0,2,2,1,2,2,3,1,2,2,2,1,3,1,1,2,1,2,3,2
goodyear,4,4,4,3,4,1,3,4,4,2,0,3,0,4,1,4,4,4,4,4,4,4,4,0,4,4,1,0,4,4,3,4,3,4,0,4,4,4,4,4,1,4,4,3,2,4,0
goodyear,0,1,3,1,0,3,0,3,0,2,2,2,0,2,0,1,4,2,0,1,3,3,3,4,2,3,3,0,4,4,4,4,3,2,0,2,0,4,0,4,0,0,3,0,3,2,0
goodyear,0,0,2,0,0,1,2,0,0,1,0,2,0,2,0,0,3,1,0,2,2,2,2,3,0,3,2,1,2,2,4,2,0,3,0,2,1,2,0,3,0,0,0,0,0,0,0
goodyear,0,2,3,3,1,3,1,3,1,2,1,4,0,2,0,2,4,3,2,3,2,3,3,4,3,4,4,1,3,4,4,4,1,3,0,1,3,4,2,4,1,1,3,1,1,2,1
goodyear,1,1,4,4,1,2,4,3,1,2,0,4,1,3,0,2,3,3,3,4,2,4,3,3,4,4,4,1,4,4,3,4,3,3,0,2,3,4,0,4,1,3,4,2,3,3,0
goodyear,1,2,4,3,2,2,1,2,3,2,3,4,1,2,2,3,4,3,3,3,3,4,3,2,2,2,4,1,4,4,3,4,2,3,1,3,3,4,2,3,2,1,4,3,1,3,1
google,1,3,4,2,3,4,4,1,3,2,2,3,1,3,2,3,3,3,4,3,4,4,3,1,4,0,4,1,3,4,1,4,0,2,0,4,4,4,4,1,4,4,4,2,3,1,3
google,1,1,3,3,1,1,3,1,3,2,1,3,0,2,0,1,3,3,4,2,3,3,3,0,4,0,3,1,2,4,0,3,0,1,1,1,2,4,1,1,3,3,3,0,0,2,1
google,0,0,4,4,4,4,2,0,4,2,0,3,0,2,0,4,3,2,4,4,4,4,3,0,2,0,4,1,2,4,0,3,0,0,0,4,0,4,4,0,0,1,4,0,0,0,1
google,1,3,4,4,4,4,4,1,3,2,1,3,2,3,1,4,4,2,4,4,4,4,3,3,4,0,4,1,4,4,3,4,0,3,0,3,4,4,4,2,3,3,4,0,4,2,4
google,0,1,3,2,1,4,1,1,2,2,2,3,0,2,0,1,3,3,2,2,2,3,3,3,2,0,4,1,2,3,0,3,0,3,0,0,0,4,4,0,2,2,3,0,0,1,0
google,1,1,2,2,2,4,2,2,3,2,2,3,2,2,2,2,2,2,3,2,3,3,3,2,2,1,3,1,2,3,1,3,2,2,1,1,1,3,3,1,2,2,2,1,1,1,2
google,2,4,4,3,4,4,4,4,4,2,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,0,2,0,4,4,2,4,2,4,2,4,4,4,4,4,4,4,4,4,4,3,2
google,0,0,3,4,2,4,3,0,3,2,1,3,0,0,0,0,3,2,4,3,3,4,1,0,3,0,3,1,2,3,0,3,0,0,0,3,4,4,4,0,2,3,4,1,0,0,1
google,1,3,2,3,3,3,2,2,3,2,2,3,1,2,2,2,2,2,2,3,3,3,2,2,2,0,3,1,2,2,1,3,2,2,0,1,2,3,3,2,2,2,3,2,1,2,3
google,2,3,4,2,4,4,4,2,4,2,2,4,2,3,2,2,4,3,4,1,4,4,3,2,4,0,4,1,4,4,1,4,2,4,0,4,4,4,4,2,4,4,4,3,0,3,2
google,4,4,4,1,4,4,4,4,4,2,4,4,0,4,4,1,4,4,4,4,4,4,4,0,4,1,4,1,4,4,0,4,1,4,0,4,4,4,4,0,4,4,4,0,4,4,4
google,2,1,2,1,1,1,1,1,1,2,2,4,2,2,1,1,1,1,2,2,2,2,4,2,1,1,2,1,2,2,2,1,1,1,2,2,2,1,2,1,0,1,1,1,1,2,1
google,2,3,4,0,3,0,4,0,3,2,2,4,2,3,3,2,4,3,4,4,4,4,4,0,4,0,4,1,4,4,0,4,2,4,0,3,4,4,4,2,3,3,4,3,0,2,3
google,0,0,2,4,1,4,1,2,3,2,2,2,3,2,2,2,3,4,2,4,4,3,4,0,1,0,3,1,4,3,0,4,0,2,2,0,2,4,4,0,2,2,3,2,2,2,0
google,0,3,4,4,4,4,4,2,4,2,0,4,0,3,2,4,3,3,4,1,4,4,3,1,4,0,4,1,4,4,0,4,0,3,0,3,4,4,4,1,4,3,4,3,0,0,4
