StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q41,14_Q2,15_Q2,16_Q2,17_Q2,18_Q2,19_Q2,20_Q2,21_Q2,22_Q2,23_Q2,24_Q2,25_Q2,14_Q86,15_Q86,16_Q86,17_Q86,18_Q86,19_Q86,20_Q86,21_Q86,22_Q86,23_Q86,24_Q86,25_Q86,14_Q88,15_Q88,16_Q88,17_Q88,18_Q88,19_Q88,20_Q88,21_Q88,22_Q88,23_Q88,24_Q88,25_Q88,14_Q90,15_Q90,16_Q90,17_Q90,18_Q90,19_Q90,20_Q90,21_Q90,22_Q90,23_Q90,24_Q90,25_Q90,14_Q92,15_Q92,16_Q92,17_Q92,18_Q92,19_Q92,20_Q92,21_Q92,22_Q92,23_Q92,24_Q92,25_Q92,Q44,Q45,Q46,WBLID,Session,Payment,Bonus,Retake,Complete
Start Date,End Date,Response Type,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Distribution Channel,User Language,"By taking this survey, you are participating in a study being performed by researchers at Wharton. If you have questions about this research, please contact Ryan Dew at ryandew@wharton.upenn.edu. Your participation in this research is voluntary. You may decline to participate, without adverse consequences, and exit the study. Your anonymity is assured; the researchers who have requested your participation will not receive any personal information about you except the limited demographic information collected at the end of the survey.",1_brand_21_domain_logo - [Field-5],2_brand_8_domain_logo - [Field-5],3_brand_19_domain_logo - [Field-5],4_brand_12_domain_text - [Field-5],5_brand_16_domain_text - [Field-5],6_brand_22_domain_text - [Field-5],7_brand_23_domain_bp - [Field-5],8_brand_15_domain_bp - [Field-5],9_brand_6_domain_bp - [Field-5],10_brand_11_domain_indus - [Field-5],11_brand_3_domain_indus - [Field-5],12_brand_20_domain_indus - [Field-5],1_brand_19_domain_logo - [Field-5],2_brand_12_domain_logo - [Field-5],3_brand_8_domain_logo - [Field-5],4_brand_10_domain_text - [Field-5],5_brand_15_domain_text - [Field-5],6_brand_21_domain_text - [Field-5],7_brand_2_domain_bp - [Field-5],8_brand_13_domain_bp - [Field-5],9_brand_20_domain_bp - [Field-5],10_brand_6_domain_indus - [Field-5],11_brand_4_domain_indus - [Field-5],12_brand_17_domain_indus - [Field-5],1_brand_6_domain_logo - [Field-5],2_brand_23_domain_logo - [Field-5],3_brand_10_domain_logo - [Field-5],4_brand_14_domain_text - [Field-5],5_brand_20_domain_text - [Field-5],6_brand_5_domain_text - [Field-5],7_brand_9_domain_bp - [Field-5],8_brand_11_domain_bp - [Field-5],9_brand_7_domain_bp - [Field-5],10_brand_15_domain_indus - [Field-5],11_brand_12_domain_indus - [Field-5],12_brand_18_domain_indus - [Field-5],1_brand_11_domain_logo - [Field-5],2_brand_13_domain_logo - [Field-5],3_brand_6_domain_logo - [Field-5],4_brand_8_domain_text - [Field-5],5_brand_10_domain_text - [Field-5],6_brand_24_domain_text - [Field-5],7_brand_4_domain_bp - [Field-5],8_brand_7_domain_bp - [Field-5],9_brand_12_domain_bp - [Field-5],10_brand_3_domain_indus - [Field-5],11_brand_22_domain_indus - [Field-5],12_brand_20_domain_indus - [Field-5],1_brand_22_domain_logo - [Field-5],2_brand_4_domain_logo - [Field-5],3_brand_24_domain_logo - [Field-5],4_brand_7_domain_text - [Field-5],5_brand_2_domain_text - [Field-5],6_brand_6_domain_text - [Field-5],7_brand_21_domain_bp - [Field-5],8_brand_12_domain_bp - [Field-5],9_brand_23_domain_bp - [Field-5],10_brand_5_domain_indus - [Field-5],11_brand_18_domain_indus - [Field-5],12_brand_3_domain_indus - [Field-5],What do you consider your primary country of residence?,How long have you lived in the United States?,How old are you?,WBLID,Session,Payment,Bonus,Retake,Complete
"{""ImportId"":""startDate"",""timeZone"":""America/New_York""}","{""ImportId"":""endDate"",""timeZone"":""America/New_York""}","{""ImportId"":""status""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/New_York""}","{""ImportId"":""_recordId""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID93""}","{""ImportId"":""14_QID54""}","{""ImportId"":""15_QID54""}","{""ImportId"":""16_QID54""}","{""ImportId"":""17_QID54""}","{""ImportId"":""18_QID54""}","{""ImportId"":""19_QID54""}","{""ImportId"":""20_QID54""}","{""ImportId"":""21_QID54""}","{""ImportId"":""22_QID54""}","{""ImportId"":""23_QID54""}","{""ImportId"":""24_QID54""}","{""ImportId"":""25_QID54""}","{""ImportId"":""14_QID86""}","{""ImportId"":""15_QID86""}","{""ImportId"":""16_QID86""}","{""ImportId"":""17_QID86""}","{""ImportId"":""18_QID86""}","{""ImportId"":""19_QID86""}","{""ImportId"":""20_QID86""}","{""ImportId"":""21_QID86""}","{""ImportId"":""22_QID86""}","{""ImportId"":""23_QID86""}","{""ImportId"":""24_QID86""}","{""ImportId"":""25_QID86""}","{""ImportId"":""14_QID88""}","{""ImportId"":""15_QID88""}","{""ImportId"":""16_QID88""}","{""ImportId"":""17_QID88""}","{""ImportId"":""18_QID88""}","{""ImportId"":""19_QID88""}","{""ImportId"":""20_QID88""}","{""ImportId"":""21_QID88""}","{""ImportId"":""22_QID88""}","{""ImportId"":""23_QID88""}","{""ImportId"":""24_QID88""}","{""ImportId"":""25_QID88""}","{""ImportId"":""14_QID90""}","{""ImportId"":""15_QID90""}","{""ImportId"":""16_QID90""}","{""ImportId"":""17_QID90""}","{""ImportId"":""18_QID90""}","{""ImportId"":""19_QID90""}","{""ImportId"":""20_QID90""}","{""ImportId"":""21_QID90""}","{""ImportId"":""22_QID90""}","{""ImportId"":""23_QID90""}","{""ImportId"":""24_QID90""}","{""ImportId"":""25_QID90""}","{""ImportId"":""14_QID92""}","{""ImportId"":""15_QID92""}","{""ImportId"":""16_QID92""}","{""ImportId"":""17_QID92""}","{""ImportId"":""18_QID92""}","{""ImportId"":""19_QID92""}","{""ImportId"":""20_QID92""}","{""ImportId"":""21_QID92""}","{""ImportId"":""22_QID92""}","{""ImportId"":""23_QID92""}","{""ImportId"":""24_QID92""}","{""ImportId"":""25_QID92""}","{""ImportId"":""QID96""}","{""ImportId"":""QID97""}","{""ImportId"":""QID98""}","{""ImportId"":""WBLID""}","{""ImportId"":""Session""}","{""ImportId"":""Payment""}","{""ImportId"":""Bonus""}","{""ImportId"":""Retake""}","{""ImportId"":""Complete""}"
2021-02-02 11:41:35,2021-02-02 11:46:07,IP Address,100,271,True,2021-02-02 11:46:07,R_1jPcOXM031SuKRl,anonymous,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Something else,Less than 1 year,Older than 55,,,,,,
2021-02-02 12:06:38,2021-02-02 12:07:42,Survey Preview,100,64,True,2021-02-02 12:07:43,R_31T9sZk4LKCvuYy,preview,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",${lm://Field/6},${lm://Field/6},${lm://Field/6},${lm://Field/6},${lm://Field/6},${lm://Field/7},${lm://Field/7},${lm://Field/6},${lm://Field/6},${lm://Field/6},${lm://Field/6},${lm://Field/7},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,,,,,,
2021-02-02 12:09:51,2021-02-02 12:09:54,Survey Preview,100,3,True,2021-02-02 12:09:54,R_10Ozo6xJwUAmOho,preview,EN,"By clicking here, I decline to participate in this study.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-02 13:03:44,2021-02-02 13:04:48,IP Address,100,64,True,2021-02-02 13:04:48,R_uldKXdcymxblThf,anonymous,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${lm://Field/6},${lm://Field/7},${lm://Field/6},${lm://Field/7},${lm://Field/6},${lm://Field/7},${lm://Field/7},${lm://Field/6},${lm://Field/6},${lm://Field/6},${lm://Field/6},${lm://Field/6},,,,,,,,,,,,,United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,,,,,,
2021-02-03 10:50:52,2021-02-03 10:54:04,IP Address,100,191,True,2021-02-03 10:54:04,R_3MyRvmXrT0niNsU,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${lm://Field/6},${lm://Field/7},${lm://Field/6},${lm://Field/6},${lm://Field/6},${lm://Field/7},${lm://Field/7},${lm://Field/6},${lm://Field/6},${lm://Field/7},${lm://Field/6},${lm://Field/7},,,,,,,,,,,,,United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,51005,120125,3 Amazon Gift Card,0,False,2021-02-03T10:54:04-05:00
2021-02-03 10:50:36,2021-02-03 10:54:15,IP Address,100,218,True,2021-02-03 10:54:15,R_1K43QBF3VBY5fmV,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${lm://Field/7},${lm://Field/6},${lm://Field/6},${lm://Field/6},${lm://Field/7},${lm://Field/7},${lm://Field/7},${lm://Field/6},${lm://Field/6},${lm://Field/6},${lm://Field/7},${lm://Field/6},United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,49563,120125,3 Amazon Gift Card,0,False,2021-02-03T10:54:15-05:00
2021-02-03 10:52:07,2021-02-03 10:54:22,IP Address,100,135,True,2021-02-03 10:54:23,R_2QDleaP2ZyycTny,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,,,,,,,,,${lm://Field/6},${lm://Field/6},${lm://Field/6},${lm://Field/6},${lm://Field/6},${lm://Field/6},${lm://Field/7},${lm://Field/6},${lm://Field/7},${lm://Field/6},${lm://Field/6},${lm://Field/7},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,58753,120125,3 Amazon Gift Card,0,False,2021-02-03T10:54:22-05:00
2021-02-03 10:50:52,2021-02-03 10:55:02,IP Address,100,249,True,2021-02-03 10:55:02,R_zUVfiVxhkBQAGw9,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,,,,,,,,,${lm://Field/6},${lm://Field/6},${lm://Field/6},${lm://Field/6},${lm://Field/6},${lm://Field/6},${lm://Field/7},${lm://Field/7},${lm://Field/6},${lm://Field/6},${lm://Field/7},${lm://Field/7},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,63205,120125,3 Amazon Gift Card,0,False,2021-02-03T10:55:02-05:00
2021-02-03 10:51:11,2021-02-03 10:55:02,IP Address,100,230,True,2021-02-03 10:55:02,R_23Zz8fcpiPGge1G,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,,,,,,,,,,,,,,,,,,,,,${lm://Field/6},${lm://Field/7},${lm://Field/6},${lm://Field/6},${lm://Field/7},${lm://Field/6},${lm://Field/6},${lm://Field/6},${lm://Field/7},${lm://Field/7},${lm://Field/6},${lm://Field/6},,,,,,,,,,,,,,,,,,,,,,,,,United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,51160,120125,3 Amazon Gift Card,0,False,2021-02-03T10:55:02-05:00
2021-02-03 10:50:51,2021-02-03 10:55:11,IP Address,100,259,True,2021-02-03 10:55:11,R_tLgRHgmYCxDR74R,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,,,,,,,,,,,,,,,,,,,,,${lm://Field/6},${lm://Field/7},${lm://Field/6},${lm://Field/6},${lm://Field/7},${lm://Field/6},${lm://Field/7},${lm://Field/6},${lm://Field/7},${lm://Field/7},${lm://Field/6},${lm://Field/6},,,,,,,,,,,,,,,,,,,,,,,,,United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,58622,120125,3 Amazon Gift Card,0,False,2021-02-03T10:55:11-05:00
2021-02-03 10:51:13,2021-02-03 10:55:14,IP Address,100,240,True,2021-02-03 10:55:14,R_1LSusXCu1QSwwVb,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",${lm://Field/6},${lm://Field/6},${lm://Field/6},${lm://Field/6},${lm://Field/6},${lm://Field/6},${lm://Field/6},${lm://Field/6},${lm://Field/7},${lm://Field/7},${lm://Field/6},${lm://Field/6},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,60342,120125,3 Amazon Gift Card,0,False,2021-02-03T10:55:14-05:00
2021-02-03 10:50:47,2021-02-03 10:55:16,IP Address,100,268,True,2021-02-03 10:55:16,R_1OE090xFUvmjKPw,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,,,,,,,,,,,,,,,,,,,,,${lm://Field/6},${lm://Field/6},${lm://Field/6},${lm://Field/7},${lm://Field/7},${lm://Field/6},${lm://Field/6},${lm://Field/7},${lm://Field/6},${lm://Field/7},${lm://Field/6},${lm://Field/6},,,,,,,,,,,,,,,,,,,,,,,,,United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,43099,120125,3 Amazon Gift Card,0,False,2021-02-03T10:55:16-05:00
2021-02-03 10:52:34,2021-02-03 10:55:35,IP Address,100,181,True,2021-02-03 10:55:35,R_03ALyYWjNQzzek9,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${lm://Field/6},${lm://Field/6},${lm://Field/6},${lm://Field/6},${lm://Field/7},${lm://Field/6},${lm://Field/6},${lm://Field/6},${lm://Field/6},${lm://Field/6},${lm://Field/7},${lm://Field/6},United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,64825,120125,3 Amazon Gift Card,0,False,2021-02-03T10:55:35-05:00
2021-02-03 10:51:20,2021-02-03 10:55:40,IP Address,100,260,True,2021-02-03 10:55:40,R_3HzeNQVkBv5tKw8,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",${lm://Field/7},${lm://Field/6},${lm://Field/6},${lm://Field/6},${lm://Field/7},${lm://Field/6},${lm://Field/7},${lm://Field/6},${lm://Field/7},${lm://Field/7},${lm://Field/6},${lm://Field/6},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,58618,120125,3 Amazon Gift Card,0,False,2021-02-03T10:55:40-05:00
