name,area,frac,r,g,b
21st-century-fox,5939,0.1213031045751634,40.47247011281493,16.636134029318697,109.00151540663249
21st-century-fox,36168,0.7387254901960785,253.96646206588474,253.950757575784,254.07501105950476
21st-century-fox,6853,0.13997140522875817,154.1650372099823,154.46782431051983,160.45498321902656
3m,35045,0.5232158853389072,237.61717791411667,29.291682122983104,37.26631473814564
3m,31935,0.4767841146610929,254.8563018631658,253.22110537028175,253.28426491305666
abbott-labs,4531,0.10232610659439928,1.3114102847235074,150.06907967335792,215.01831825204084
abbott-labs,34734,0.7844173441734418,254.30249899231504,254.5264294351287,254.630880405388
abbott-labs,4173,0.09424119241192412,2.889048646075338,2.8890486460515774,2.8890486460765032
abbott-labs,842,0.01901535682023487,139.3990498812342,164.02256532066457,176.03800475059336
abbvie-inc,46609,0.20299379812550086,21.23521208362706,59.51841918951109,116.49164324490916
abbvie-inc,182999,0.7970062018744991,254.4269640818963,254.52468592732956,254.6626484298153
abc,28108,0.5552197530864198,252.65148712112952,252.65148712112952,252.65148712112952
abc,22517,0.44478024691358026,2.587911355889588,2.587911355889588,2.587911355889588
abm,5393,0.1541473732350083,27.54070090860546,76.07417022064934,161.20916002224965
abm,416,0.011890470473903847,234.73076923076934,133.5480769230761,35.1899038461527
abm,623,0.017807122849139656,152.60834670946954,170.13322632423683,204.86998394863556
abm,28554,0.8161550334419482,254.40211529034673,254.55288225817026,254.58618757441894
accenture,1033,0.015036390101892285,152.13262342691235,25.75798644724543,53.47337850919624
accenture,55647,0.81,254.64352076482774,254.62768882418422,254.63112117453852
accenture,10984,0.1598835516739447,1.1830844865244217,1.183084486531527,1.1830844865325503
accenture,1036,0.015080058224163027,152.60521235521355,147.35907335907294,148.31949806949893
ace,17985,0.2573881932021467,229.22741173199896,50.23797609117716,56.25827078121378
ace,47301,0.6769373881932021,254.27684404132657,253.43939874424015,253.46037081674447
ace,4589,0.06567441860465116,3.290913052928886,3.9256918718850216,3.9256918718535303
actavis,37927,0.1930323697068404,69.02246420748472,173.41432225069042,45.34131357613089
actavis,11122,0.05660627035830619,31.040730084531987,88.37403344725396,108.79787807948013
actavis,147431,0.7503613599348534,254.07525554309356,254.5629209596088,254.01954134486385
activision-blizzard,20981,0.2520573288963106,94.30022401221528,156.09165435394362,203.07168390448427
activision-blizzard,52192,0.6270137795985055,252.58451486821832,253.27481223174186,253.80086986509417
activision-blizzard,5007,0.06015209216833455,53.289994008383786,53.28999400839325,53.28999400839783
activision-blizzard,5059,0.06077679933684931,116.36588258549668,116.36588258549554,116.3658825854859
adidas,50338,0.723496608025756,254.69674997027965,254.69674997027965,254.69674997027965
adidas,18202,0.2616131999540071,0.7092627184601668,0.7092627184601668,0.7092627184601668
adidas,1036,0.014890192020236863,134.08204633204554,134.08204633204554,134.08204633204554
adobe,10208,0.17489035087719298,235.40673981191213,30.29907915357225,37.95199843262435
adobe,44347,0.7597827576754386,254.4513721333853,254.11755022885797,254.12293954499302
adobe,3813,0.06532689144736842,4.079989509555702,4.0799895095841805,4.079989509569003
adp,23902,0.33549962803363137,238.06083172955763,38.83344489999948,33.89628482973464
adp,47341,0.6645003719663686,254.86960562725278,253.63921336684012,253.60968293869223
advance-auto-parts,3392,0.16855495925263367,138.91450471698008,33.27653301887142,51.71698113206966
advance-auto-parts,15602,0.7752931822699265,254.15722343289022,253.25772336880843,253.4164850660112
advance-auto-parts,1130,0.05615185847743987,192.80973451327492,129.251327433628,140.3389380530964
aecom-technology,19326,0.7138741134751773,254.04874262653456,254.05220945873793,254.05060540206196
aecom-technology,7067,0.26104462174940896,2.2409791991130135,2.240271685276184,2.240554690829299
aecom-technology,679,0.02508126477541371,123.5935198821791,123.52871870397655,123.55522827687756
aes,3384,0.049214659685863874,18.690898345159184,116.94739952718272,171.00945626478048
aes,2009,0.029217568353694007,129.37083125933566,201.09357889497315,47.20905923344981
aes,972,0.014136125654450262,68.90329218107013,108.37962962962784,16.61831275720681
aes,4499,0.0654304828388598,2.195154478789476,48.924205378968566,81.95910202267783
aes,57896,0.842001163467132,254.15698839300995,254.3992676523374,254.48533577448688
aetna,3495,0.2014757594973194,98.65207439198304,153.91816881258885,55.7107296137394
aetna,13852,0.7985242405026806,253.72848686109774,254.1485706035224,253.3939503320878
aflac,41409,0.24957208293153327,5.519210799590837,163.5666401024166,223.77729479099168
aflac,2613,0.015748553519768563,247.00880214313366,152.29697665518768,51.768465365484104
aflac,121898,0.7346793635486981,253.50400334706688,254.05173997935114,254.45062265170642
agco-corporation,5446,0.08778207607994842,31.946749908180976,27.990268086645216,28.943077488077876
agco-corporation,3384,0.05454545454545454,195.70005910165375,16.207151300228134,42.85667848699288
agco-corporation,49992,0.8058027079303675,254.59115458475824,254.51978316527124,254.52896463430952
agco-corporation,1871,0.030157962604771115,2.912880812408929,0.7728487439905507,1.1758417958258178
agco-corporation,1347,0.021711798839458413,164.20267260578964,148.87602078693396,150.62583518930862
aig,4280,0.18971631205673758,15.244158878517538,167.62780373831754,229.1313084112166
aig,18280,0.8102836879432624,251.58774617069074,253.73156455142217,254.61641137855742
air-products--chemicals,19000,0.25164229709684255,4.592578947348443,154.4094210526432,73.55415789471226
air-products--chemicals,56504,0.7483577029031574,253.7326030015374,254.33328613904624,253.9238814950914
airbnb,11758,0.16122309063485535,255.0,91.12212961390415,96.1075863242223
airbnb,61172,0.8387769093651447,255.0,254.26168835417351,254.28274373898319
airgas,19998,0.27995072374499536,0.5432543255198254,130.63621362139003,146.72217221719654
airgas,1544,0.021614357308844527,126.91126943005136,161.11722797927575,166.50388601036155
airgas,1550,0.021698350925329676,23.62451612902825,20.06838709676765,20.730967741942067
airgas,48342,0.6767365680208304,254.02343717688032,254.32816184687258,254.37534648956532
ak-steel-holding-corporation,5010,0.15778036720939753,197.61636726546757,0.20319361277194048,59.472654690606134
ak-steel-holding-corporation,23650,0.7448115138727049,254.6396617336249,254.45441860468202,254.506553911174
ak-steel-holding-corporation,2541,0.08002393474632319,3.423848878403277,3.4238488783919365,3.4238488783969956
ak-steel-holding-corporation,552,0.01738418417157434,173.09239130434833,136.83333333333366,145.21014492753574
akamai-technologies,2254,0.062299613045881705,17.150399290159328,152.97914818100764,208.89263531499506
akamai-technologies,3569,0.0986456605859591,243.23564023536008,156.80106472400803,43.85822359203516
akamai-technologies,30357,0.8390547263681593,253.7858484040004,254.09961458642533,252.91609842869065
alaska-air-group,14565,0.21010039813051756,5.131204943332079,66.97569515964861,106.95702025406605
alaska-air-group,54759,0.7898996018694824,253.70965503385028,253.9663982176644,254.1570152851913
alcoa,17347,0.2734955145285131,21.131261889709776,80.74070444455108,161.45984896524942
alcoa,46080,0.7265044854714869,253.77167968754577,253.9799262152559,254.3981119791768
allergan,2895,0.10960096918300902,51.67944732296283,100.86459412781156,149.73091537132308
allergan,721,0.027296130839706216,158.12066574202592,186.91400832177493,180.34674063800324
allergan,22798,0.8631028999772847,254.40586893586757,254.56197912098074,254.64474953942536
alliance-data-systems-corp,6682,0.08905058905058905,229.01631248129348,21.340167614479498,52.56076025141914
alliance-data-systems-corp,63540,0.8467935391012315,254.5644003776947,254.35056657223035,254.37678627639974
alliance-data-systems-corp,2390,0.03185137800522416,3.2677824267631195,3.2677824267727544,3.2677824267674964
alliance-data-systems-corp,2424,0.03230449384295538,146.28960396039656,133.49917491749014,134.94636963695788
allianz,16032,0.2159831869375438,4.7650324351495215,74.7791292414864,147.59356287427815
allianz,58196,0.7840168130624562,253.6249226751178,253.89569729875257,254.28924668364783
allstate,4426,0.14759237028144592,15.686850429283481,129.14121102576763,192.72480795300874
allstate,25562,0.8524076297185541,252.59768406228196,253.6912604647632,254.32501369220304
ally-financial,6692,0.09455984174085064,81.70830842797932,20.055140466215363,75.88478780634765
ally-financial,50357,0.7115585700155433,254.10290525639522,253.87813015067704,254.07937327486087
ally-financial,13721,0.19388158824360605,0.14853144808211027,-5.115907697472721e-13,0.11486043295337822
alphabet,14111,0.18928236083165662,237.06661469775645,27.07079583304116,34.48812982780021
alphabet,60439,0.8107176391683434,254.90843660550587,254.07741689968788,254.09566670527886
altria-group,4405,0.07215397215397215,29.731668558451787,95.99341657208757,139.9375709421139
altria-group,3125,0.05118755118755119,199.68383999999745,32.078400000012465,37.33856000000378
altria-group,2063,0.033791973791973795,76.35773145903681,188.0833737275824,208.66941347552097
altria-group,1874,0.030696150696150695,217.5037353255069,164.16488794023397,118.86819637139833
altria-group,2828,0.046322686322686324,227.24469589816118,208.64391796322494,178.32072135784802
altria-group,1250,0.020475020475020474,115.70719999999795,191.25599999999986,66.07920000000058
altria-group,1250,0.020475020475020474,194.31359999999944,215.17280000000005,47.24240000000151
altria-group,625,0.010237510237510237,1.5359999999978413,168.1151999999996,76.1535999999993
altria-group,1250,0.020475020475020474,247.6351999999995,146.3711999999997,27.353600000002274
altria-group,42380,0.6941850941850942,254.8637328928693,254.89119867860734,254.89034922134695
amazon,406,0.017690631808278866,251.96551724137953,157.52463054187177,48.56403940886679
amazon,19311,0.8414379084967321,254.01455129201702,253.90000517839212,253.71265082078122
amazon,2624,0.1143355119825708,6.6139481707386665,6.6135670731625,6.613185975614726
amazon,609,0.026535947712418302,134.84893267651978,134.84236453202098,134.84072249589514
ameren-corporation,4673,0.06477951675284528,61.292959554893656,151.61095655895238,59.26364219988085
ameren-corporation,8514,0.11802542384629247,35.11533944089021,31.09854357530233,32.09854357526578
ameren-corporation,56451,0.7825526428878384,254.55869692293203,254.64484242975317,254.5357035304823
ameren-corporation,1093,0.015151725189569846,7.764867337605665,4.305580969807863,5.183897529731041
ameren-corporation,1406,0.019490691323453983,167.85917496443736,154.39118065433854,136.15078236131095
american-airlines,876,0.013705488453595344,196.6518264840184,33.16210045662123,38.211187214613204
american-airlines,5599,0.0875993491457538,53.01732452222441,74.63672084299799,93.42007501339731
american-airlines,55891,0.8744445835158646,254.32799556277988,254.38970496142582,254.45569054052515
american-airlines,1550,0.02425057888478628,125.78645161290004,159.2967741935508,178.23096774193618
american-electric-power-company,3922,0.06809027777777778,225.85390107088216,11.799592044867154,23.163182049983334
american-electric-power-company,43629,0.7574479166666667,253.84599692864654,253.61734167638082,253.61750212017927
american-electric-power-company,10049,0.17446180555555554,97.96069260622677,93.55239327294404,92.5367698278651
american-express,8256,0.42124598193785395,40.8031734496044,119.19937015504749,213.53609496123715
american-express,11343,0.578754018062146,251.19218901524016,252.5100943313177,253.69858062240561
american-family-insurance-group,16317,0.2223448614177091,5.692467978234816,107.60672917816358,182.29938101365698
american-family-insurance-group,4826,0.06576186193551904,237.31351015333797,25.298590965584452,83.66493990881756
american-family-insurance-group,52243,0.7118932766467718,252.9279903528264,253.2848611297475,254.02094060450202
american-financial-group,3442,0.04844475721323012,7.842242882025914,29.37943056361223,97.47298082511116
american-financial-group,1647,0.02318085855031668,176.62173649058911,167.06193078324384,183.25804493017515
american-financial-group,1424,0.02004222378606615,226.71418539325862,21.361657303372453,28.53862359550584
american-financial-group,64537,0.908332160450387,254.82016517654466,254.76746672449391,254.80601825308722
ameriprise-financial,3804,0.10457731958762886,18.381966351212185,69.84332281809165,113.5649316508919
ameriprise-financial,32571,0.8954226804123712,252.92170949618054,253.47063338553247,253.73850971723118
amerisourcebergen,2848,0.04056113366089867,37.8448033708014,33.84234550562479,34.8353230337126
amerisourcebergen,1919,0.027330342519404686,8.361646690996196,81.63678999478853,152.21417404898463
amerisourcebergen,62634,0.8920316171758171,254.7278634607636,254.74183350894052,254.76332343453907
amerisourcebergen,1555,0.022146265043081963,5.409646302257869,2.0501607717083914,2.6881028938941824
amerisourcebergen,1259,0.01793064160079755,160.1818903891974,163.21683876092084,168.42970611596567
amgen,166025,0.5393223752598753,33.89354615232688,98.63190483371896,165.36123475390934
amgen,141815,0.46067762474012475,254.07431512850383,254.34658534016552,254.62553326527623
amphenol-corporation,16257,0.21284367635506676,37.51793073746282,81.1315740912028,157.6848742080362
amphenol-corporation,60123,0.7871563236449333,254.06864261590448,254.2085890591374,254.52409227749985
anadarko,20995,0.2723616786664072,24.579899976113268,75.60576327693045,125.23557990000904
anadarko,56090,0.7276383213335927,253.2648065608117,253.58452487070468,253.93973970407936
anixter-international,29409,0.5673032407407408,254.67441939539577,254.67564351050837,254.6765955999886
anixter-international,1155,0.02228009259259259,185.2571428571431,185.85627705627692,187.3047619047618
anixter-international,21276,0.41041666666666665,128.1334837375175,130.13348373756295,133.124130475655
anthem,9160,0.8909639140161463,253.55513100436758,254.5676855895183,254.67030567685524
anthem,522,0.050773271082579514,13.712643678158486,113.5249042145582,180.53639846743238
anthem,338,0.032876179359984437,91.78698224851973,152.47337278106443,190.67455621301735
anthem,261,0.025386635541289757,172.0153256704982,208.42528735632197,225.7662835249043
apache,11410,0.19221698113207547,209.29141104294249,164.55293602102944,13.249517966728519
apache,47950,0.8077830188679245,254.80475495307402,254.6223774765333,254.1312617310026
apple,5983,0.3112741272566464,37.0325923449582,33.04997492897425,34.0459635634474
apple,13238,0.6887258727433536,254.2912826710791,254.27760991087155,254.28123583624674
applied-materials,11276,0.17925158172511366,18.414508690999128,146.12859169919008,200.54487406882922
applied-materials,51630,0.8207484182748863,252.33813674217706,253.55487119892138,254.2494092581938
aramark,16824,0.08665018541409147,230.5302543984796,36.618461721393004,55.63005230622855
aramark,20532,0.1057478368355995,38.24483732713668,35.05971166966134,36.142119618116084
aramark,154392,0.7951792336217552,254.27048033581468,253.99088683346997,254.0058940876846
aramark,2412,0.01242274412855377,25.549336650088264,22.987976782763923,23.64386401327613
archerdanielsmidland-company,13606,0.19386184885443977,3.784874320157911,75.68668234605352,145.51712479790075
archerdanielsmidland-company,2802,0.0399236293172233,7.700214132766604,169.75695931477594,80.16987865809762
archerdanielsmidland-company,53776,0.7662145218283369,253.7508739958682,254.1534699494506,254.22474709910114
arrow-electronics,46800,0.28439474963539135,1.5065598289156128,82.9399572648572,155.91393162394374
arrow-electronics,3692,0.022435585804569762,146.15872156013162,163.67876489707106,205.93147345612053
arrow-electronics,114068,0.6931696645600389,254.88599782572373,254.89989304614477,254.94734719642128
arthur-j-gallagher--co,3407,0.048622805765662906,121.86527737011848,175.1397123569077,214.86557088347462
arthur-j-gallagher--co,3461,0.04939346367917796,27.598381970526788,23.645478185502242,24.68939612829226
arthur-j-gallagher--co,60716,0.8665049236477808,254.40289215363126,254.49911061333012,254.57622373015943
arthur-j-gallagher--co,1658,0.023662052233480804,3.9505428226760557,1.2617611580214145,1.3100120627312606
arthur-j-gallagher--co,828,0.01181675467389753,115.92874396135156,117.42874396135278,120.36231884058111
asbury-automotive-group,2152,0.0585578231292517,155.57388475836495,32.83410780669948,24.20399628252821
asbury-automotive-group,32774,0.8918095238095238,254.64694574967947,254.43967779338507,254.37993531457056
asbury-automotive-group,1824,0.04963265306122449,185.26315789473753,149.0487938596467,147.13432017543892
ashland,1294,0.025746120175089534,210.02704791344723,212.79829984544108,209.01081916537927
ashland,3419,0.06802626343016314,136.27083942673272,129.43258262649007,124.39660719508306
ashland,585,0.011639474731396737,86.68717948718029,197.8495726495731,195.25128205128186
ashland,43911,0.8736768802228412,254.7589670014367,254.7747033772757,254.74696545283967
ashland,1051,0.02091126144050935,181.76974310180847,182.4452901998103,129.1855375832525
assurant,2283,0.030334839224023386,21.34428383706239,117.55453350854255,196.64213753832723
assurant,2257,0.029989370183364335,63.68187859991397,184.91493132476808,59.89765175011729
assurant,2306,0.030640446452298697,247.30572419774523,156.87684301821514,16.55810928014614
assurant,64226,0.8533882540526176,254.43831158721,254.46984087441894,254.41883349420112
assurant,4188,0.055647090087695986,115.60577841452373,113.55969436484064,114.04202483286308
att,3327,0.20306396484375,14.49023143973551,160.1629095281034,216.7736699729486
att,13057,0.79693603515625,251.92892701233055,253.81642031094432,253.97472620050547
audi,30440,0.7635962271723861,254.62631406042632,254.62631406042632,254.62631406042632
audi,8632,0.21653622315873972,0.93802131601322,0.93802131601322,0.93802131601322
audi,792,0.019867549668874173,142.38383838383876,142.38383838383876,142.38383838383876
autoliv,8487,0.12134686874463826,0.987039000841861,81.09744314834381,157.84387887357303
autoliv,56589,0.8091078066914498,253.8259732456645,253.87370336987925,253.9562989273617
autoliv,2951,0.042193308550185875,0.7390715011966051,0.7390715011818543,0.7390715011836164
autoliv,1913,0.02735201601372605,145.89858860428902,153.35650810245852,165.2911657083142
autonation,1589,0.02195357833655706,201.40969162995586,167.88986784140968,180.16551290119622
autonation,54942,0.7590770931196463,254.7560154344082,254.70174001673718,254.72008663675922
autonation,15057,0.20802707930367506,0.36089526461196897,0.3608952646532373,0.3608952646087005
autonation,792,0.01094224924012158,97.85858585858634,97.85858585858654,97.85858585858574
autoowners-insurance-group,13169,0.181709050266996,19.852380590773095,69.28551902198066,120.1644012453788
autoowners-insurance-group,59304,0.818290949733004,253.66938149196807,253.84248954542704,254.08758262514684
autozone,5060,0.11979166666666667,244.76739130434814,128.34644268774423,40.344466403146754
autozone,5995,0.14192708333333334,235.90158465387825,45.40450375314819,33.68056713925964
autozone,649,0.015364583333333333,135.69491525423837,134.46841294298918,135.03081664098642
autozone,1174,0.027793560606060606,36.92759795570291,32.76064735945229,33.76064735945516
autozone,27042,0.6401988636363637,254.38551142667546,254.04282227649583,253.95488499367067
autozone,1122,0.0265625,7.080213903738468,2.6176470588209213,3.64795008912688
autozone,1198,0.028361742424242425,237.46828046744574,181.8797996661104,168.34724540901516
avery-dennison-corporation,3688,0.05727152729249165,37.916214750544185,34.0165401301511,34.99945770064002
avery-dennison-corporation,6747,0.10477521546703937,224.86379131465773,38.54009189270798,35.69601304281474
avery-dennison-corporation,730,0.011336283872971503,22.754794520546966,16.769863013701382,18.769863013698966
avery-dennison-corporation,50962,0.791396847581334,254.80098897216442,254.5923825595788,254.59189199797717
avery-dennison-corporation,880,0.013665657271527293,1.615909090908076,3.495870259939693e-12,3.410605131648481e-13
avery-dennison-corporation,1388,0.02155446851463623,187.02881844380335,151.86671469740685,151.42435158501476
avis-budget-group,863,0.03259063444108761,206.01738122827408,173.4831981460026,174.53186558516813
avis-budget-group,1492,0.05634441087613293,31.05294906166631,46.19235924932866,91.32908847185044
avis-budget-group,1215,0.04588368580060423,204.7300411522643,60.734979423868594,52.01728395061818
avis-budget-group,22910,0.8651812688821753,254.63094718464066,254.23945875162312,254.1082496726366
avnet,7006,0.09456066945606695,220.80516699971497,43.28946617186236,43.27819012273764
avnet,58854,0.7943582129842084,254.1019641825678,253.16715941142627,253.16715941145804
avnet,8230,0.11108111755972466,20.788578371824656,20.78857837179541,19.03924665855064
avon,17381,0.9484339190221543,254.44560151889755,254.44560151889755,254.44560151889755
avon,563,0.030721379460875258,30.685612788630692,30.685612788630692,30.685612788630692
avon,382,0.020844701516970425,145.10209424083766,145.10209424083766,145.10209424083766
